,TP_FAIXA_ETARIA,TP_COR_RACA,TP_ENSINO,SG_UF_ESC,TP_PRESENCA_MT,NU_NOTA_MT
814,4,3,1.0,,1,439.3
815,5,2,,,1,611.3
816,5,2,1.0,,1,427.5
817,9,2,,,0,
818,5,3,,,1,451.7
819,6,2,1.0,,1,723.2
820,11,3,,,1,552.7
821,5,1,1.0,,0,
822,2,1,1.0,SP,1,700.3
823,14,1,1.0,,1,598.8
824,3,4,1.0,,1,624.9
825,14,1,1.0,,0,
826,12,1,1.0,,1,384.7
827,2,1,1.0,PR,0,
828,7,3,1.0,,0,
829,7,2,1.0,,1,675.4
830,13,3,1.0,,0,
831,7,1,1.0,PA,1,392.4
832,6,3,,,1,514.8
833,11,1,,,1,419.1
834,9,2,1.0,,1,578.7
835,5,1,1.0,,1,641.0
836,3,1,,,1,481.0
837,5,3,1.0,,1,525.4
838,2,3,1.0,PR,1,475.3
839,10,3,1.0,,1,566.9
840,4,3,1.0,,1,502.1
841,10,1,,MG,0,
842,9,3,,,1,588.0
843,3,1,1.0,,1,488.2
844,11,3,1.0,,1,377.1
845,2,1,1.0,SP,1,740.3
846,15,2,,,0,
847,12,1,1.0,,1,444.6
848,12,3,1.0,,0,
849,4,3,1.0,,1,381.2
850,14,0,,,1,795.6
851,12,1,1.0,,1,423.3
852,3,1,1.0,PI,1,416.7
853,3,1,1.0,GO,1,595.9
854,11,3,1.0,,0,
855,3,1,1.0,,1,606.4
856,11,3,1.0,,0,
857,11,3,1.0,,0,
858,3,3,1.0,,0,
859,9,1,1.0,,1,486.1
860,4,1,1.0,,1,499.8
861,11,3,1.0,,1,550.5
862,11,2,1.0,,1,432.7
863,2,2,1.0,BA,1,448.1
864,3,4,1.0,RN,1,419.0
865,8,3,,,1,411.6
866,3,3,,,0,
867,11,4,1.0,,1,515.8
868,3,3,1.0,,1,694.9
869,6,1,1.0,,0,
870,13,2,1.0,,0,
871,8,5,1.0,,1,400.3
872,4,3,,,1,681.1
873,2,1,1.0,RJ,1,442.3
874,4,1,1.0,RS,1,593.3
875,2,2,1.0,GO,1,476.7
876,6,3,1.0,,0,
877,5,2,1.0,,1,462.6
