,TP_FAIXA_ETARIA,TP_COR_RACA,TP_ENSINO,SG_UF_ESC,TP_PRESENCA_MT,NU_NOTA_MT
90,6,1,,,0,
91,15,3,,,1,594.4
92,3,2,1.0,SP,1,637.9
93,4,3,,,1,582.4
94,11,3,,,1,428.5
95,13,3,,,0,
96,10,3,,,0,
97,3,3,1.0,,0,
98,14,3,,,1,465.9
99,15,3,,,1,488.9
100,2,3,1.0,,0,
101,4,3,,,1,460.8
102,5,3,,,0,
103,2,3,1.0,SP,1,404.3
104,15,3,,,0,
105,9,3,,,1,398.9
106,3,3,1.0,RO,1,657.5
107,11,3,,,1,472.2
108,3,3,,,1,573.2
109,4,3,,,0,
110,4,1,,,1,656.0
111,5,3,,,1,467.6
112,11,3,,,0,
113,4,3,,,1,617.0
114,11,3,,,1,464.3
115,5,1,,,0,
116,3,3,,,1,446.2
117,7,0,,,0,
118,12,3,,,1,715.9
119,3,3,1.0,PA,1,415.0
120,11,3,,,0,
121,7,3,1.0,PA,0,
122,3,3,1.0,MA,1,458.8
123,4,1,,,1,517.8
124,5,1,,,1,487.5
125,5,3,,,0,
126,5,1,,,0,
127,4,1,1.0,,0,
128,5,3,,,1,392.7
129,4,1,,,1,450.8
130,7,2,,,1,541.7
131,4,3,1.0,,1,400.7
132,5,3,,,1,479.7
133,12,3,,,1,524.1
134,13,2,,,1,445.3
135,3,1,,,1,469.1
136,4,3,1.0,,1,381.9
137,3,2,,,1,385.6
138,8,1,,,1,807.7
139,3,3,,,0,
140,3,1,,,1,509.0
141,3,1,1.0,,1,572.2
142,4,2,1.0,BA,1,450.2
143,2,2,1.0,,1,538.0
144,9,1,,,0,
145,6,1,,,1,417.3
146,6,3,,,1,445.0
147,3,3,1.0,PA,1,495.6
148,13,1,,,2,
149,12,3,,,0,
150,9,2,,,1,495.2
151,16,1,,,1,413.8
152,7,3,,,0,
153,2,3,1.0,AL,1,450.6
154,2,0,1.0,MG,1,508.2
155,6,3,,,0,
156,9,3,,,1,581.4
157,2,3,1.0,,1,611.1
158,4,1,,,0,
159,13,3,,,1,362.0
160,11,3,,,0,
161,11,3,,,1,382.2
162,11,3,,,1,401.5
163,5,1,,,1,666.3
164,9,1,,,0,
165,6,3,,,0,
166,8,1,,,1,504.1
167,3,1,1.0,,1,562.5
168,6,3,,,1,630.6
169,11,4,,,0,
170,12,3,,,0,
171,2,1,,,1,540.0
172,2,3,1.0,,1,483.7
173,8,3,,,0,
174,3,3,1.0,CE,1,663.3
175,8,3,,,0,
176,11,2,,,0,
177,2,1,,,1,864.4
178,3,3,1.0,BA,1,421.5
179,7,3,,,0,
180,4,2,,,0,
181,5,3,,,0,
182,9,3,,,0,
183,11,3,,,0,
184,9,5,,,0,
185,9,1,,,0,
186,4,0,,,0,
187,3,1,1.0,AL,1,472.7
188,5,0,,,1,454.3
189,14,3,,,0,
190,12,3,,,1,526.3
191,9,3,1.0,PA,0,
192,2,3,1.0,AM,0,
193,11,1,,,1,625.4
194,3,1,1.0,SP,1,628.6
195,4,3,,,1,578.5
196,12,1,,,1,437.0
197,8,3,,,0,
198,8,3,,,0,
199,12,3,,,1,595.2
200,7,2,,,0,
201,5,3,,,1,421.4
202,6,1,,,1,580.5
203,5,3,,,1,483.6
204,3,1,,,0,
205,3,1,1.0,SC,1,472.4
206,2,3,1.0,,1,452.5
207,3,1,1.0,RS,1,680.7
208,11,1,,,0,
209,7,1,,,1,517.3
210,12,3,,,1,456.6
211,11,3,,,1,553.7
212,10,3,,,0,
213,3,1,1.0,AM,0,
214,9,3,,,1,527.2
215,8,1,,,1,719.8
216,5,3,,,0,
217,10,5,,,1,501.0
218,7,1,,,0,
219,3,3,,,1,638.9
220,5,5,,,1,515.2
221,8,1,,,1,493.1
222,11,2,,,1,443.6
223,11,3,,,1,671.0
224,12,1,,,1,483.5
225,11,3,,,0,
226,12,2,,,0,
227,2,2,,,1,456.6
228,3,1,1.0,SP,1,548.6
229,15,2,,,1,365.3
230,6,2,,,1,388.2
231,13,2,,,0,
232,11,3,,,0,
233,8,1,,,0,
234,6,1,,,0,
235,3,2,,,1,389.2
236,2,3,,,0,
237,14,1,,,0,
238,4,1,,,1,613.6
239,3,3,1.0,AC,0,
240,4,3,,,0,
241,5,1,,,0,
242,14,2,,,0,
243,4,3,1.0,,0,
244,3,3,1.0,AC,0,
245,5,3,1.0,BA,1,364.0
246,2,3,1.0,,1,449.3
247,6,3,,,1,397.4
248,7,3,,,1,588.0
249,4,2,,,0,
250,6,1,,,1,491.1
251,12,3,,,1,572.9
252,5,2,,,0,
253,6,3,,,0,
254,11,2,,,0,
255,3,2,,,1,499.7
256,3,3,1.0,AM,1,371.6
257,12,2,,,0,
258,6,2,1.0,BA,1,539.0
259,3,3,1.0,GO,1,433.5
260,9,2,,,0,
261,6,3,,,0,
262,5,2,,,0,
263,11,1,,,0,
264,11,2,,,0,
265,3,1,1.0,RS,1,701.2
266,3,1,1.0,SP,1,500.3
267,13,1,,,0,
268,2,1,,,1,545.0
269,6,3,,,1,503.7
270,5,3,,,1,467.6
271,5,3,,,1,422.8
272,12,3,,,1,608.1
273,7,0,,,0,
274,3,3,,,1,490.9
275,11,2,,,1,435.6
276,2,1,,,1,445.0
277,11,1,,,0,
278,14,2,,,0,
279,11,5,,,1,384.6
280,8,1,,,0,
281,12,3,,,0,
282,9,4,,,0,
283,15,3,,,1,405.5
284,4,1,,,1,613.2
285,4,3,,,0,
286,11,4,,,1,464.7
287,2,3,1.0,SP,1,666.2
288,11,1,,,0,
289,4,3,,,1,586.3
290,3,1,,,1,485.0
291,12,1,,,1,479.1
292,8,3,,,0,
293,6,3,,,0,
294,12,3,,,1,369.9
295,9,3,,,0,
296,3,3,1.0,AL,0,
297,3,1,,,1,590.4
298,11,3,,,1,414.8
299,3,1,,,1,505.9
300,4,1,,,0,
301,11,1,,,1,583.8
302,12,3,,,0,
303,4,2,,,1,521.9
304,11,1,,,1,484.0
305,6,1,,,1,494.1
306,5,1,,,0,
307,2,2,,,0,
308,5,1,,,1,628.0
309,2,3,,,1,469.2
310,12,3,,,1,549.7
311,10,3,,,1,642.9
312,12,1,,,0,
313,8,3,,,0,
314,3,3,,,1,508.1
315,7,1,,,0,
316,5,3,,,0,
317,10,1,,,1,483.5
318,2,1,1.0,RS,1,517.7
319,1,1,,,1,655.3
320,4,2,,,0,
321,4,1,,,1,498.5
322,14,3,,,1,539.9
323,3,3,,,1,434.8
324,14,3,,,0,
325,6,3,,,1,612.6
326,3,1,,,1,569.3
327,7,2,,,0,
328,3,2,1.0,,1,418.8
329,3,3,,,0,
330,9,2,,,1,487.1
331,11,3,,,0,
332,7,3,,,0,
333,3,1,1.0,,1,407.1
334,7,3,,,0,
335,12,3,,,0,
336,4,3,,,1,589.6
337,11,3,,,0,
338,10,3,,,0,
339,11,0,,,1,759.5
340,2,3,2.0,PI,1,545.5
341,4,4,,,0,
342,11,3,,,1,393.7
343,1,0,,,1,548.1
344,4,3,,,0,
345,7,1,,,1,843.8
346,5,1,,,1,607.0
347,13,2,,,1,589.0
348,5,3,,,1,615.8
349,12,3,,,0,
350,3,2,2.0,RJ,1,588.9
351,13,2,,,0,
352,6,3,,,1,601.4
353,4,1,,,0,
354,4,3,,,0,
355,11,1,,,0,
356,11,3,,,1,555.9
357,11,3,,,0,
358,4,1,,,1,691.2
359,9,3,,,0,
360,5,2,,PE,0,
361,3,3,1.0,PI,1,534.7
362,4,3,,,1,585.0
363,7,3,,,0,
364,15,1,,,1,409.0
365,14,2,,,0,
366,10,2,,,0,
367,12,3,,,0,
368,4,3,,,1,778.8
369,3,3,1.0,GO,1,610.9
370,10,1,,,1,440.3
371,11,1,,,0,
372,4,3,,,0,
373,4,1,,,1,571.3
374,3,2,1.0,SP,1,405.9
375,3,3,1.0,,1,603.6
376,16,3,,,1,454.1
377,3,1,1.0,ES,0,
378,3,1,,,1,576.8
379,2,1,1.0,SP,0,
380,13,3,,,0,
381,6,1,,,0,
382,3,2,1.0,AL,1,364.8
383,17,3,,,1,374.6
384,4,3,,,1,579.4
385,5,2,1.0,,1,401.0
386,3,3,1.0,AM,1,532.5
387,5,1,,,1,550.2
388,3,3,1.0,MG,1,429.6
389,3,1,1.0,,1,404.2
390,7,2,,,1,560.0
391,1,3,,,1,637.5
392,3,4,1.0,,0,
393,2,3,1.0,SP,1,455.2
394,3,3,1.0,PE,0,
395,11,3,,,0,
396,4,3,,,1,378.4
397,7,0,,,1,379.7
398,12,1,,,0,
399,13,1,,,1,516.7
400,13,3,,,0,
401,5,3,,,0,
402,4,3,,,0,
403,9,3,,,0,
404,3,3,1.0,BA,1,534.0
405,5,4,,,1,389.9
406,13,2,,,1,460.2
407,3,1,1.0,RN,1,644.2
408,2,1,1.0,,1,619.3
409,4,3,,,1,571.3
410,5,2,,,1,551.4
411,5,3,,,1,382.1
412,7,3,,,1,629.7
413,12,3,,,1,619.4
414,9,1,,,1,466.5
415,3,3,,,1,394.1
416,3,4,1.0,RJ,1,468.0
417,2,3,,,1,403.9
418,2,3,,,0,
419,3,3,1.0,,1,360.8
420,5,1,,,1,654.2
421,11,0,,,1,381.9
422,2,1,1.0,SP,1,409.7
423,8,0,,,1,395.9
424,11,3,,,1,594.2
425,14,3,,,1,550.1
426,11,1,,,2,
427,10,3,,,1,471.6
428,5,1,,,0,
429,4,3,1.0,,0,
430,11,3,,,1,537.6
431,4,2,1.0,,0,
432,15,3,,,0,
433,11,2,,MG,0,
434,6,3,1.0,,0,
435,11,2,,,1,405.7
436,6,3,,,1,558.1
437,8,1,,,0,
438,1,3,,,1,400.1
439,13,1,,,1,365.0
440,4,3,,,1,365.8
441,12,1,,,0,
442,5,2,,,1,511.5
443,6,1,,,1,637.9
444,3,2,,,0,
445,2,3,1.0,RS,1,597.3
446,3,1,1.0,,1,397.8
447,5,2,,,0,
448,5,3,,,1,357.3
449,2,1,1.0,SC,1,510.2
450,10,1,,,1,490.4
451,7,2,,,1,603.3
452,2,3,1.0,,0,
453,15,1,,,1,390.2
454,11,1,,,1,472.0
455,4,4,,,1,414.0
456,18,3,,,0,
457,7,3,,,0,
458,8,2,,,0,
459,6,4,,,0,
460,11,3,,,1,445.6
461,11,3,,,1,456.1
462,4,3,,,0,
463,3,2,1.0,RJ,1,514.3
464,8,3,,,0,
465,3,2,1.0,,1,587.8
466,1,3,,,1,370.3
467,14,3,,,1,412.5
468,5,3,,,1,761.2
469,3,3,1.0,,1,370.6
470,5,2,,,0,
471,1,4,,,1,645.3
472,12,1,,,1,461.0
473,6,3,,,0,
474,4,1,1.0,PB,1,435.6
475,12,3,,,0,
476,3,1,1.0,,1,526.7
477,15,1,,,1,510.3
478,4,2,,,1,503.1
479,3,3,1.0,,0,
480,13,1,,,1,402.5
481,3,1,1.0,SP,1,638.6
482,7,3,,,1,578.6
483,3,1,1.0,,1,547.5
484,7,1,,,0,
485,12,3,,,1,513.6
486,4,1,,,1,588.2
487,2,4,1.0,BA,0,
488,4,1,,,1,525.3
489,6,3,1.0,AM,0,
490,11,2,,,1,442.4
491,4,1,,,1,592.3
492,10,3,,,0,
493,9,3,,,1,448.2
494,6,2,,,1,414.3
495,11,3,,,0,
496,12,1,,,0,
497,7,3,,,0,
498,2,3,1.0,,1,572.4
499,9,3,,,1,537.1
500,2,2,2.0,,1,381.2
501,2,1,,,1,504.7
502,2,3,1.0,,1,414.5
503,7,1,,,0,
504,9,3,,,0,
505,4,3,,,0,
506,13,4,,,0,
507,11,3,,,1,553.0
508,12,1,,,1,566.9
509,7,3,,,1,497.7
510,6,3,,RJ,0,
511,2,1,1.0,,1,490.5
512,4,3,1.0,PA,1,494.6
513,3,1,,,1,397.4
514,9,2,,,1,702.0
515,1,1,,,1,477.9
516,12,3,,,1,367.2
517,3,3,1.0,CE,1,536.2
518,13,3,,,0,
519,10,5,,,1,441.3
520,3,1,1.0,PR,1,557.0
521,7,3,,,0,
522,3,3,,,0,
523,5,2,,RJ,1,452.9
524,6,3,,,1,418.8
525,3,1,1.0,PE,1,464.6
526,7,1,,,1,464.0
527,6,2,,,1,636.0
528,3,2,1.0,MG,1,546.1
529,3,2,1.0,,0,
530,14,3,,,0,
531,6,2,,,1,448.9
532,4,3,1.0,PA,0,
533,5,3,,,0,
534,1,3,,,1,448.0
535,10,2,,,0,
536,1,3,,,0,
537,11,1,,,1,435.0
538,3,2,1.0,,0,
539,2,3,1.0,,1,655.5
540,12,3,,,1,579.5
541,2,1,1.0,MS,1,597.9
542,2,3,1.0,AP,0,
543,1,1,,,0,
544,11,1,,,1,498.6
545,7,1,,,1,404.4
546,2,2,,,1,651.4
547,11,3,,,0,
548,4,3,,,1,568.8
549,12,3,,,0,
550,14,3,,,0,
551,3,3,1.0,PE,1,392.6
552,6,1,,,0,
553,2,3,,,1,562.4
554,13,3,,,1,497.1
555,8,1,,,1,515.9
556,7,2,,,0,
557,10,3,,,0,
558,2,1,,,1,448.5
559,2,1,1.0,,1,451.6
560,2,1,1.0,,1,585.1
561,1,3,,,1,416.1
562,3,3,1.0,MG,1,494.0
563,2,1,1.0,,1,474.0
564,5,3,,,1,496.1
565,3,1,1.0,SP,0,
566,4,3,1.0,,1,400.2
567,3,1,1.0,SC,1,582.3
568,3,1,1.0,RJ,0,
569,2,2,1.0,,1,577.8
570,10,1,,,1,614.2
571,13,2,,,1,376.0
572,8,3,,,0,
573,4,1,,,1,844.3
574,2,3,1.0,,1,534.3
575,3,3,1.0,MA,0,
576,2,3,1.0,,1,596.4
577,3,3,,,1,639.6
578,2,1,1.0,SC,1,548.6
579,3,3,1.0,,1,455.0
580,11,2,,,0,
581,3,1,,,1,405.6
582,5,2,,,0,
583,14,3,,,1,386.1
584,3,3,,,1,533.2
585,3,2,1.0,RJ,1,606.2
586,11,3,,,0,
587,10,3,,,1,451.6
588,2,1,1.0,,1,683.7
589,13,1,,,0,
590,14,4,,,1,480.2
591,7,3,,,0,
592,9,3,,,1,379.4
593,10,2,,,0,
594,3,1,,,1,533.4
595,2,3,1.0,RO,0,
596,3,3,1.0,,1,634.5
597,3,3,1.0,CE,1,545.7
598,6,3,,,0,
599,12,0,,,0,
600,5,1,,,1,432.1
601,2,3,1.0,,1,416.9
602,3,3,,,0,
603,9,3,,,1,702.8
604,12,3,,,1,453.9
605,5,1,,,1,655.5
606,4,3,,,0,
607,11,3,,,1,425.3
608,10,2,,,0,
609,12,1,,,1,650.3
610,1,4,,,1,424.1
611,15,3,,,1,361.1
612,1,3,,,1,390.4
613,4,3,,,1,376.2
614,3,1,1.0,,1,466.7
615,4,3,,,1,521.2
616,14,3,,,0,
617,6,1,,,1,485.6
618,3,1,1.0,RN,1,579.0
619,2,1,1.0,,1,414.4
620,3,3,1.0,,1,491.4
621,2,1,1.0,RS,1,711.4
622,4,3,,,1,449.5
623,8,3,,,0,
624,6,1,,,1,416.9
625,3,3,,,1,504.9
626,7,3,,,1,509.6
627,15,1,,,0,
628,12,3,,,0,
629,2,1,1.0,,0,
630,2,3,1.0,MG,1,561.4
631,5,3,,,0,
632,3,4,1.0,,0,
633,2,1,1.0,RS,1,536.8
634,3,2,1.0,,0,
635,3,3,1.0,MA,1,436.0
636,3,3,,,0,
637,3,3,1.0,,1,369.2
638,11,1,,,0,
639,8,1,,,1,522.5
640,4,1,,,1,481.9
641,5,3,,,1,393.6
642,5,2,1.0,,0,
643,12,1,,,1,522.9
644,5,3,1.0,,1,397.9
645,11,1,,,0,
646,8,1,,,1,512.5
647,1,1,,,1,494.4
648,3,1,1.0,,1,635.8
649,12,3,,,1,423.4
650,2,2,1.0,PI,0,
651,4,1,,,1,419.7
652,8,3,,,0,
653,1,2,,,1,616.1
654,3,1,1.0,MG,1,569.2
655,11,1,,,1,766.2
656,7,2,,,1,567.8
657,2,3,1.0,,1,604.2
658,13,2,,,1,538.7
659,14,1,,,0,
660,2,3,,,1,487.2
661,8,2,,,1,372.2
662,4,3,,,1,431.9
663,10,3,,,1,573.5
664,11,3,,,1,479.9
665,13,1,,,1,369.4
666,7,1,,,0,
667,7,3,,,1,500.1
668,4,1,,,1,653.0
669,3,2,1.0,RJ,0,
670,10,1,,,0,
671,8,3,,,1,468.3
672,4,3,1.0,PA,1,384.0
673,12,3,,,1,365.6
674,3,1,,,1,561.4
675,14,1,,,0,
676,3,1,,,1,452.9
677,11,3,,,1,508.0
678,15,3,,,1,447.8
679,2,1,1.0,,0,
680,12,3,,,0,
681,8,3,,,1,462.5
682,11,3,,,1,451.3
683,12,1,,,0,
684,5,1,,,0,
685,4,2,1.0,,1,456.0
686,1,4,,,1,459.1
687,3,1,,,1,697.7
688,4,3,,,1,521.7
689,2,1,,,1,486.2
690,12,3,,,1,553.6
691,9,1,,,1,540.1
692,6,1,,,1,521.7
693,3,3,,,0,
694,12,1,,,0,
695,6,1,,,1,450.1
696,1,1,,,1,411.8
697,3,2,,,0,
698,1,3,,,1,476.4
699,3,3,1.0,,1,385.5
700,3,3,,,0,
701,12,3,,,1,403.6
702,4,1,,,0,
703,13,3,,,1,389.8
704,2,1,1.0,,1,578.4
705,13,3,,,1,573.3
706,5,1,,,1,401.7
707,2,3,1.0,,0,
708,9,2,,,0,
709,12,3,,,1,557.1
710,7,4,,,0,
711,3,4,1.0,,0,
712,7,3,,,0,
713,3,1,1.0,,1,374.8
714,5,3,,,0,
715,4,2,1.0,PA,0,
716,14,3,,,0,
717,6,3,,,1,511.1
718,4,4,1.0,AL,1,455.9
719,7,1,,,1,864.7
720,1,1,,,1,452.6
721,7,0,,,1,506.7
722,2,1,,,0,
723,7,2,,,0,
724,2,1,1.0,RJ,1,659.5
725,3,2,1.0,DF,1,732.6
726,7,0,,,0,
727,3,3,1.0,,1,454.4
728,12,3,,,1,438.9
729,3,2,1.0,,1,604.0
730,5,5,1.0,PA,0,
731,10,3,,,0,
732,4,1,,,1,381.8
733,3,3,1.0,,1,459.3
734,17,1,,,0,
735,4,3,1.0,,0,
736,1,3,,,1,587.8
737,1,1,,,1,394.5
738,5,1,,,1,484.7
739,2,1,1.0,SP,1,584.7
740,4,2,,,1,634.0
741,8,2,,,0,
742,12,3,,,1,394.7
743,5,3,,,0,
744,7,3,,,1,601.8
745,11,1,,,1,562.5
746,9,2,,,0,
747,5,1,,,0,
748,5,3,,,0,
749,2,3,1.0,MG,1,551.6
750,13,3,,,1,416.7
751,10,3,,,0,
752,5,1,1.0,,1,427.6
753,2,1,1.0,PR,1,601.6
754,4,2,,,1,469.1
755,13,3,,,0,
756,8,1,,,0,
757,13,2,,,1,531.4
758,4,1,,,1,448.9
759,3,1,,,1,526.6
760,2,3,1.0,,1,414.5
761,9,2,,,1,379.7
762,4,3,,,1,657.1
763,11,4,,,1,580.7
764,11,3,,,0,
765,5,3,,,1,609.5
766,7,2,,,1,345.7
767,5,2,,,1,336.9
768,9,4,,,0,
769,5,2,,,1,471.1
770,2,2,1.0,PE,1,420.3
771,2,3,1.0,PE,1,445.4
772,4,3,,,0,
773,9,2,,,0,
774,11,1,,,1,678.7
775,3,3,1.0,,1,431.4
776,3,3,1.0,PA,1,418.1
777,3,1,1.0,DF,1,372.0
778,8,3,,,1,367.7
779,5,3,,,1,581.9
780,3,3,,,0,
781,2,3,1.0,,1,615.9
782,7,4,,,1,514.9
783,6,3,,,0,
784,10,1,,,1,586.0
785,8,3,,,0,
786,4,3,1.0,RJ,1,462.1
787,3,3,1.0,,1,522.1
788,4,1,1.0,RS,0,
789,5,3,,,0,
790,8,3,,,1,613.3
791,3,3,1.0,BA,1,574.4
792,14,3,,,1,437.6
793,11,1,,,0,
794,12,1,,,0,
795,4,3,,,0,
796,2,3,1.0,ES,1,464.2
797,5,3,,,0,
798,5,3,1.0,,1,464.7
799,5,2,,,0,
800,4,1,,,0,
801,3,3,1.0,,0,
802,2,2,1.0,,1,407.9
803,2,0,,,1,608.9
804,15,1,,,1,402.8
805,3,3,,,1,500.3
806,6,3,,,1,508.6
807,3,3,2.0,,0,
808,2,4,1.0,SP,1,441.9
809,2,3,,,1,577.8
810,4,1,,,1,536.7
811,2,3,1.0,PA,1,637.3
812,12,4,,,0,
813,7,3,,,0,
814,13,3,,,0,
815,6,3,,,1,371.9
816,3,2,1.0,BA,0,
817,3,3,2.0,,0,
818,14,2,,,0,
819,4,2,1.0,RJ,0,
820,2,3,1.0,PE,1,593.6
821,4,3,,,1,399.5
822,5,3,,,1,387.2
823,3,3,1.0,MA,1,430.6
824,11,2,,,0,
825,3,3,,,0,
826,5,1,,,1,574.5
827,3,3,,,1,527.5
828,11,3,,,0,
829,4,1,1.0,,1,473.5
830,2,1,1.0,RJ,1,654.3
831,3,1,1.0,RJ,1,558.5
832,4,3,,,1,417.1
833,3,3,1.0,,1,424.6
834,2,3,1.0,MA,1,501.0
835,4,3,,,0,
836,7,3,,,1,451.2
837,5,2,,,0,
838,12,2,,,1,750.8
839,9,3,,,1,364.9
840,4,1,,,0,
841,9,3,,,0,
842,3,2,1.0,,1,382.5
843,5,3,,,1,399.8
844,3,2,,,1,443.4
845,3,3,1.0,,1,358.9
846,2,3,,,1,386.8
847,4,1,,,1,536.3
848,1,3,,,1,471.9
849,7,3,,,1,562.1
850,1,3,,,1,375.5
851,2,3,1.0,,1,378.5
852,1,1,,,0,
853,4,2,,,0,
854,7,3,,,0,
855,1,1,,,1,478.7
856,5,0,,,1,576.0
857,7,3,,,0,
858,12,3,,,0,
859,11,1,,,1,425.3
860,6,3,,,1,444.9
861,12,1,,,0,
862,10,1,,,0,
863,2,3,1.0,,1,521.9
864,11,1,,,0,
865,13,3,,,1,400.4
866,5,3,,,1,396.8
867,4,3,,,0,
868,2,2,,,1,384.3
869,4,3,,,0,
870,4,2,,,0,
871,7,3,,,0,
872,4,3,,,0,
873,13,3,,,0,
874,2,3,1.0,,1,393.1
875,3,1,1.0,,1,442.5
876,11,1,,,1,569.0
877,2,1,1.0,,1,689.7
878,5,1,,,0,
879,15,2,,,1,457.9
880,1,2,,,0,
881,4,2,1.0,RJ,1,530.9
882,3,1,1.0,,1,512.8
883,9,3,,,1,688.3
884,3,3,,,1,588.0
885,3,1,,,1,359.0
886,4,1,,,0,
887,6,3,,,1,464.5
888,3,3,1.0,AP,1,432.3
889,1,3,,,1,410.9
890,4,1,1.0,,0,
891,14,1,,,1,453.2
892,3,3,1.0,,1,627.8
893,14,3,,,1,488.6
894,3,2,1.0,MT,1,370.0
895,7,1,,,1,517.3
896,3,3,,,1,407.7
897,3,3,,,1,425.9
898,14,2,,,1,445.8
899,11,3,,,1,662.7
900,6,3,,,1,408.4
901,3,2,1.0,,0,
902,11,1,,,0,
903,4,1,,CE,1,425.9
904,2,3,1.0,,1,460.8
905,6,1,,,1,497.0
906,2,1,1.0,RJ,1,773.4
907,4,3,,,0,
908,5,2,1.0,BA,0,
909,10,2,,RJ,0,
910,6,5,,,0,
911,12,3,,,0,
912,4,3,,,1,633.6
913,7,3,,,0,
914,3,1,1.0,,1,397.4
915,6,3,,,1,728.6
916,8,1,,,1,596.2
917,2,1,1.0,SP,0,
918,1,1,,,1,476.3
919,3,3,1.0,DF,1,652.6
920,9,3,,,0,
921,8,3,,,0,
922,17,3,,,1,529.4
923,15,1,,,1,481.6
924,4,3,,,1,636.0
925,8,1,,,1,784.3
926,15,3,,,1,465.3
927,4,3,1.0,RJ,1,661.7
928,10,2,,,1,479.1
929,9,3,,,1,441.9
930,12,3,,,1,346.9
931,6,4,,,0,
932,16,1,,,1,563.3
933,5,1,,,1,505.7
934,1,1,,,1,666.4
935,4,2,1.0,,1,347.3
936,6,3,,,0,
937,4,3,,,0,
938,7,1,,,0,
939,5,3,,,0,
940,7,3,,,1,709.3
941,4,3,1.0,AL,1,402.0
942,6,2,,,0,
943,4,3,,,1,578.7
944,11,3,,,0,
945,11,1,,,0,
946,2,1,1.0,SC,1,629.8
947,3,3,1.0,PE,0,
948,6,3,,,1,443.5
949,11,2,,,1,372.0
950,3,1,,,1,769.7
951,5,4,,,0,
952,9,3,,,0,
953,14,1,,,0,
954,5,5,,,1,397.5
955,3,1,1.0,MT,1,403.5
956,2,2,1.0,,0,
957,13,3,,,1,428.0
958,5,3,,,0,
959,4,3,,,0,
960,1,3,,,1,447.1
961,12,1,,,1,649.4
962,15,2,,,1,470.1
963,4,1,,,1,343.6
964,15,1,,,1,473.2
965,14,3,,,1,446.2
966,3,3,,,1,758.7
967,16,2,,,0,
968,2,3,1.0,PE,1,563.5
969,11,2,,,0,
970,2,3,1.0,SC,1,569.4
971,9,3,,,0,
972,14,3,,,0,
973,7,3,,,0,
974,2,1,1.0,SP,1,427.7
975,6,3,,,1,407.2
976,3,5,1.0,,1,611.5
977,8,1,,,0,
978,5,2,,,1,420.3
979,4,1,,,1,515.7
980,9,2,,,0,
981,4,1,,RJ,1,504.1
982,12,2,,,0,
983,4,1,,,1,491.0
984,3,1,1.0,,1,507.0
985,11,1,,,0,
986,2,3,,,1,442.2
987,8,3,,,0,
988,11,1,,,1,435.2
989,11,1,,,0,
990,2,3,,,1,645.8
991,1,3,,,1,415.5
992,1,3,,,1,470.9
993,4,1,,,0,
994,11,1,1.0,,0,
995,6,3,,,1,493.9
996,3,2,,,1,484.4
997,2,1,1.0,PE,1,600.4
