,TP_FAIXA_ETARIA,TP_COR_RACA,TP_ENSINO,SG_UF_ESC,TP_PRESENCA_MT,NU_NOTA_MT
10766,2,1,,,1,409.5
10767,2,2,1.0,,1,467.2
10768,5,1,,,1,612.7
10769,7,3,,,1,419.7
10770,1,3,1.0,ES,1,488.0
10771,5,3,,,1,572.3
10772,14,3,,,1,415.7
10773,2,1,,,0,
10774,8,3,,DF,0,
10775,4,1,,,1,549.8
10776,16,1,,,1,371.6
10777,5,3,,,1,814.2
10778,6,3,,,1,434.3
10779,12,2,,,0,
10780,13,3,,,0,
10781,9,2,,,1,518.1
10782,4,3,,,1,453.5
10783,12,3,,,0,
10784,2,2,1.0,SP,1,487.2
10785,7,3,,,0,
10786,6,1,,,1,522.5
10787,12,3,,,0,
10788,12,1,,,0,
10789,2,3,1.0,SP,1,570.3
10790,11,1,,,0,
10791,3,0,,,1,846.7
10792,5,1,,,1,518.2
10793,6,3,,,0,
10794,2,1,1.0,BA,1,660.2
10795,11,3,,,0,
10796,3,1,,,0,
10797,6,2,,,1,374.0
10798,6,2,,,1,392.4
10799,1,3,1.0,PI,1,748.9
10800,4,3,,,1,411.6
10801,7,3,,,0,
10802,11,3,,,0,
10803,4,3,1.0,,1,533.7
10804,2,1,,,1,538.1
10805,1,3,,,1,417.1
10806,1,1,,,1,514.1
10807,4,3,,,0,
10808,12,3,,,1,538.5
10809,8,1,,,0,
10810,4,1,,,0,
10811,6,1,,,0,
10812,11,1,,,1,435.7
10813,11,5,,,0,
10814,3,3,1.0,,1,366.9
10815,2,3,1.0,,0,
10816,7,1,,,0,
10817,8,2,,,1,381.5
10818,6,2,,,1,520.0
10819,11,3,,,1,527.2
10820,3,3,,,1,558.9
10821,2,3,2.0,,1,500.3
10822,13,1,,,0,
10823,5,1,,,1,491.8
10824,3,1,1.0,PA,1,423.7
10825,7,1,,,1,654.1
10826,3,1,1.0,MS,0,
10827,10,1,,,0,
10828,9,1,,,1,429.7
10829,4,3,,,1,562.9
10830,14,2,,,0,
10831,8,3,,,1,514.1
10832,2,3,1.0,PA,1,391.2
10833,8,1,,,1,359.9
10834,5,1,,,1,544.9
10835,2,1,1.0,SP,1,385.6
10836,2,2,,,1,432.6
10837,12,3,,,0,
10838,2,3,1.0,SP,1,576.7
10839,7,3,,,0,
10840,6,1,,,0,
10841,3,1,1.0,,1,528.9
10842,7,3,,,1,530.9
10843,4,3,,,1,628.8
10844,7,1,,,0,
10845,6,3,,,0,
10846,3,3,1.0,CE,1,447.6
10847,2,3,1.0,AM,1,386.8
10848,3,2,1.0,,1,447.0
10849,11,3,,,0,
10850,2,1,,,1,490.0
10851,9,1,,,1,543.6
10852,1,3,,,1,446.1
10853,1,2,,,1,601.2
10854,6,3,,,1,615.5
10855,2,1,1.0,SP,1,480.1
10856,11,3,,,1,647.4
10857,4,3,,,0,
10858,2,3,1.0,PA,1,444.1
10859,5,3,,,0,
10860,3,2,1.0,,1,555.1
10861,6,3,,,1,459.6
10862,5,2,,,0,
10863,3,3,1.0,RJ,1,544.6
10864,4,3,1.0,TO,0,
10865,5,3,,,0,
10866,11,2,,,0,
10867,2,3,1.0,SP,1,533.1
10868,10,2,,,1,508.1
10869,3,2,1.0,,1,436.6
10870,3,1,1.0,,1,644.6
10871,7,4,,,1,716.2
10872,7,3,,,1,625.1
10873,11,1,,,1,637.8
10874,2,1,1.0,RJ,1,521.1
10875,2,1,1.0,PI,1,527.7
10876,11,2,,,0,
10877,3,3,1.0,SP,1,495.0
10878,5,1,,,1,838.6
10879,6,0,,,1,567.4
10880,5,1,,,0,
10881,2,1,1.0,SP,0,
10882,11,2,,,1,364.6
10883,7,3,,,1,677.4
10884,3,1,1.0,,1,586.5
10885,1,3,,,0,
10886,11,1,,,0,
10887,6,3,,,1,377.1
10888,11,3,,,1,465.4
10889,6,1,,,1,729.9
10890,11,3,,,0,
10891,12,2,,,1,398.1
10892,3,3,,,0,
10893,10,2,,,0,
10894,5,3,,,1,562.4
10895,8,3,,,0,
10896,11,3,,,0,
10897,12,3,,,1,562.1
10898,4,3,,,1,611.7
10899,2,1,1.0,SP,1,616.1
10900,3,1,,,1,780.2
10901,7,3,,,1,377.6
10902,4,2,,,1,538.2
10903,3,3,1.0,,1,426.5
10904,3,2,1.0,,1,383.7
10905,7,3,,,1,670.2
10906,4,1,,,1,528.3
10907,4,3,,,0,
10908,2,3,1.0,PE,0,
10909,3,3,1.0,MG,1,478.7
10910,3,1,1.0,,1,407.0
10911,6,3,,,0,
10912,3,1,,,1,525.4
10913,3,3,1.0,,1,364.5
10914,13,2,,,0,
10915,5,3,,,1,395.5
10916,3,1,,,1,721.4
10917,3,1,1.0,,1,461.7
10918,2,1,1.0,SP,1,627.7
10919,11,1,,,0,
10920,3,3,1.0,BA,1,562.3
10921,3,2,1.0,RJ,1,512.9
10922,4,1,,,1,589.4
10923,5,1,,,0,
10924,3,1,,,1,612.9
10925,2,3,1.0,,1,467.6
10926,3,1,1.0,,1,442.2
10927,1,3,,,1,467.8
10928,11,1,,,1,852.3
10929,4,3,,,0,
10930,15,3,,,0,
10931,4,2,,,1,531.4
10932,7,3,,,1,728.8
10933,12,2,,,0,
10934,5,3,,,1,450.9
10935,3,1,,,1,652.8
10936,3,2,1.0,,0,
10937,11,3,,,0,
10938,11,3,1.0,,1,417.8
10939,14,3,,,1,459.8
10940,2,3,1.0,RJ,1,832.6
10941,2,3,1.0,PE,1,439.3
10942,9,3,,,1,376.8
10943,5,3,,,0,
10944,4,1,,,1,355.2
10945,3,3,1.0,,1,382.1
10946,10,1,,,0,
10947,2,3,1.0,SP,1,586.6
10948,2,3,1.0,BA,1,490.9
10949,8,1,,,0,
10950,3,1,,,1,573.1
10951,2,1,1.0,RS,1,659.9
10952,3,3,1.0,,1,374.3
10953,4,2,,,1,579.2
10954,2,1,1.0,,1,623.3
10955,5,3,,,1,484.5
10956,6,1,,,0,
10957,5,2,,,1,413.5
10958,6,1,,,0,
10959,3,3,1.0,PR,1,424.9
10960,3,1,1.0,,1,379.0
10961,11,2,,,0,
10962,2,2,1.0,BA,1,619.2
10963,2,1,,,1,625.6
10964,3,3,1.0,,1,414.2
10965,1,1,,,0,
10966,2,2,,,1,342.4
10967,4,1,1.0,,0,
10968,13,2,,,0,
10969,11,0,,,1,634.8
10970,3,3,,,1,593.8
10971,2,1,1.0,,1,540.5
10972,16,1,,,0,
10973,8,1,,,1,693.2
10974,11,1,,,0,
10975,18,3,,,1,432.2
10976,3,3,,,1,607.8
10977,2,3,,,1,626.3
10978,4,1,,,1,542.2
10979,2,1,,,1,609.3
10980,4,1,1.0,SC,1,601.8
10981,3,2,1.0,,0,
10982,11,3,,,1,431.5
10983,11,2,,,1,518.7
10984,4,3,,,0,
10985,2,5,,,1,426.0
10986,3,3,,,0,
10987,8,2,,,1,403.0
10988,1,3,,,1,529.5
10989,11,1,1.0,,0,
10990,16,3,,,1,477.2
10991,4,2,1.0,RJ,1,480.8
10992,2,1,1.0,,0,
10993,5,1,,,0,
10994,2,3,1.0,MT,1,762.9
10995,4,3,,,1,402.9
10996,11,3,,,1,713.5
10997,10,1,,,0,
10998,7,1,,,1,506.7
10999,4,4,1.0,RJ,1,500.6
11000,4,2,,,1,464.1
11001,2,3,,,0,
11002,4,2,,SP,0,
11003,4,3,,,0,
11004,3,3,,,1,476.7
11005,3,3,1.0,,1,410.3
11006,11,1,,,0,
11007,2,3,,,1,358.6
11008,3,1,,,1,419.0
11009,3,1,1.0,,1,487.6
11010,7,3,1.0,,0,
11011,2,1,1.0,,1,561.7
11012,2,2,1.0,,1,440.0
11013,2,1,1.0,SP,1,482.6
11014,13,1,,,0,
11015,11,1,,,0,
11016,5,3,,,0,
11017,2,1,1.0,SP,1,644.3
11018,2,3,,,1,418.7
11019,3,1,,,1,483.9
11020,2,3,1.0,PA,0,
11021,6,0,,,1,412.4
11022,5,2,,,1,442.7
11023,6,3,1.0,,1,427.0
11024,1,2,,,1,480.2
11025,11,2,,,1,579.4
11026,2,3,1.0,RJ,0,
11027,5,3,,,1,536.0
11028,3,1,,,1,636.0
11029,6,3,,,1,434.1
11030,4,3,,,1,477.3
11031,4,3,,,0,
11032,4,3,,,0,
11033,13,3,,,0,
11034,9,3,,,1,601.4
11035,11,2,,,1,512.8
11036,4,1,1.0,,0,
11037,3,3,1.0,MA,1,497.9
11038,1,1,,,1,628.5
11039,7,3,,,1,536.9
11040,12,3,,,0,
11041,4,3,,,1,383.9
11042,4,3,,,0,
11043,11,3,,,0,
11044,5,1,,,1,541.8
11045,8,3,,,1,482.3
11046,3,3,1.0,PE,1,504.4
11047,3,3,,,1,590.5
11048,15,3,,,1,573.5
11049,13,3,,,1,465.2
11050,3,3,1.0,,1,425.6
11051,7,3,,,1,496.7
11052,2,2,1.0,,1,494.0
11053,3,1,1.0,,1,412.1
11054,4,3,,,1,679.6
11055,3,3,,,0,
11056,3,2,,,1,418.9
11057,6,2,,,1,520.8
11058,7,3,,PE,0,
11059,4,3,,,1,446.6
11060,15,3,,,1,546.6
11061,3,2,1.0,PE,1,680.2
11062,2,3,,,1,662.6
11063,3,3,,,0,
11064,2,2,1.0,SP,1,558.9
11065,2,3,1.0,PI,1,601.0
11066,5,3,,,0,
11067,4,3,,,1,596.8
11068,3,1,1.0,SP,1,655.0
11069,12,3,,,1,548.2
11070,2,3,1.0,SP,1,764.0
11071,4,2,1.0,,0,
11072,2,3,1.0,,1,543.2
11073,3,1,1.0,,1,656.7
11074,3,3,1.0,DF,1,500.8
11075,4,2,,,1,419.3
11076,3,3,1.0,,0,
11077,4,1,,,1,499.5
11078,4,3,1.0,AL,1,402.1
11079,10,3,,,1,398.3
11080,11,3,,,0,
11081,4,3,,,1,473.0
11082,4,1,,,1,624.3
11083,4,2,,,0,
11084,11,3,,,0,
11085,13,1,,,1,614.7
11086,8,2,,,0,
11087,3,1,1.0,,1,476.1
11088,2,1,1.0,,0,
11089,9,2,,,1,392.2
11090,13,3,,,1,442.1
11091,12,1,,,1,558.8
11092,4,1,1.0,,1,530.8
11093,3,3,,,1,426.3
11094,5,3,,,1,466.8
11095,6,2,,,1,461.6
11096,4,2,,,1,683.9
11097,6,3,1.0,AL,1,493.0
11098,3,2,,,1,404.5
11099,2,1,1.0,MG,1,838.5
11100,12,2,,,1,476.1
11101,11,3,,,0,
11102,4,3,,,1,447.0
11103,3,2,,,1,462.6
11104,5,3,,,1,487.5
11105,4,3,,,1,399.9
11106,6,3,,,0,
11107,3,1,1.0,SP,1,566.9
11108,3,3,,,0,
11109,11,3,,,0,
11110,8,2,,,0,
11111,5,1,,,1,636.1
11112,4,1,,,1,574.3
11113,2,1,1.0,,1,555.6
11114,1,3,,,1,434.0
11115,3,3,1.0,SP,0,
11116,4,1,,,0,
11117,1,3,,,0,
11118,11,3,,,0,
11119,5,2,,,0,
11120,3,1,,,0,
11121,9,3,,,0,
11122,2,1,1.0,PA,1,580.6
11123,11,1,,,1,477.4
11124,11,0,,,1,463.7
11125,3,3,1.0,,1,470.6
11126,4,3,,,1,644.0
11127,2,1,1.0,GO,1,428.5
11128,4,3,,,0,
11129,2,1,1.0,PR,1,735.5
11130,4,3,,,1,433.1
11131,2,1,1.0,GO,1,661.9
11132,6,3,,,0,
11133,2,3,1.0,,1,472.1
11134,3,3,1.0,RJ,1,535.0
11135,4,2,,,0,
11136,2,3,1.0,RJ,1,494.0
11137,7,3,,,1,557.4
11138,4,4,,,1,636.9
11139,2,1,,,1,792.0
11140,7,1,,,0,
11141,3,3,,,1,445.9
11142,5,3,,,1,587.2
11143,12,3,,,0,
11144,14,3,,,0,
11145,5,2,,,1,431.4
11146,18,3,,,0,
11147,7,5,,,0,
11148,11,3,,,0,
11149,4,2,1.0,RJ,1,523.1
11150,4,3,1.0,PR,1,492.1
11151,3,3,,,1,438.2
11152,3,1,1.0,PA,1,659.2
11153,14,2,,,1,437.7
11154,6,3,,,0,
11155,5,2,,,0,
11156,3,2,,,1,425.7
11157,4,3,,,1,678.4
11158,3,3,,,0,
11159,3,1,1.0,PA,1,559.4
11160,1,1,,,1,468.0
11161,3,3,,,1,409.9
11162,4,1,,,1,388.9
11163,3,1,1.0,RJ,1,572.4
11164,4,1,,,1,430.9
11165,2,2,,,1,591.7
11166,3,4,1.0,PA,1,495.0
11167,5,1,,,1,493.9
11168,4,3,1.0,,1,517.7
11169,6,1,,,1,344.4
11170,12,3,,,1,384.1
11171,6,3,,,1,495.9
11172,2,1,1.0,AC,1,545.7
11173,3,2,1.0,SP,0,
11174,2,3,,,1,524.8
11175,6,3,,,1,409.5
11176,7,3,,,1,392.7
11177,3,3,1.0,,1,607.4
11178,4,0,1.0,,0,
11179,10,1,,,0,
11180,11,3,,,0,
11181,6,3,,,0,
11182,7,3,,,1,525.8
11183,11,1,1.0,RJ,0,
11184,2,3,1.0,BA,1,561.5
11185,6,1,,,1,367.6
11186,5,1,,,1,457.0
11187,12,3,,,1,587.9
11188,2,1,,,1,626.0
11189,3,3,1.0,GO,1,504.5
11190,3,1,1.0,BA,1,564.3
11191,3,2,,,0,
11192,4,3,1.0,,0,
11193,14,3,,,1,546.0
11194,5,3,,,1,389.8
11195,4,1,,,0,
11196,3,1,1.0,RS,1,521.2
11197,2,3,1.0,,1,549.8
11198,1,1,,,1,626.3
11199,4,3,1.0,AP,1,665.7
11200,4,2,,,1,602.9
11201,7,1,,,0,
11202,2,3,1.0,,1,356.9
11203,10,1,,,1,596.4
11204,3,1,1.0,RS,1,592.4
11205,4,0,,,1,448.8
11206,4,3,,,0,
11207,4,3,,,1,389.9
11208,4,3,,,1,639.2
11209,3,1,1.0,SP,1,519.6
11210,11,2,,,0,
11211,3,1,1.0,SP,0,
11212,7,3,,,0,
11213,4,3,,,0,
11214,3,3,1.0,SP,1,543.9
11215,16,1,,,0,
11216,12,3,,,1,523.1
11217,4,2,,,0,
11218,6,4,,,0,
11219,5,3,,,0,
11220,2,3,1.0,RJ,1,696.4
11221,6,3,,GO,0,
11222,1,3,,,1,443.4
11223,2,3,1.0,RJ,1,518.7
11224,3,2,1.0,,1,489.6
11225,2,3,1.0,,1,581.6
11226,5,3,,,1,477.1
11227,5,2,,,0,
11228,5,1,,,0,
11229,13,2,,,1,528.1
11230,4,3,,,0,
11231,2,2,,,1,567.6
11232,7,2,,,0,
11233,2,3,,,1,461.3
11234,1,3,,,0,
11235,3,3,,,0,
11236,2,1,1.0,SP,1,611.9
11237,4,1,,,1,568.0
11238,4,3,,,1,470.5
11239,3,1,,,0,
11240,5,3,,,1,523.4
11241,3,1,,,0,
11242,4,1,,,1,411.0
11243,2,3,1.0,,1,562.5
11244,3,1,,,1,579.6
11245,11,3,,,0,
11246,4,1,1.0,,1,368.8
11247,11,1,,,1,447.0
11248,3,0,1.0,BA,1,541.0
11249,10,2,,,0,
11250,3,3,,,0,
11251,4,1,,,1,385.9
11252,4,3,,,1,670.6
11253,3,2,1.0,,0,
11254,3,1,,,1,635.1
11255,3,3,,,1,632.8
11256,3,2,1.0,RO,0,
11257,4,3,1.0,,1,360.2
11258,3,2,,,1,574.2
11259,4,3,,,1,411.3
11260,12,3,,,1,337.0
11261,3,3,,,1,442.7
11262,11,0,,,1,422.3
11263,2,1,1.0,,0,
11264,12,3,,,0,
11265,3,1,,,1,450.9
11266,13,3,,,1,431.0
11267,3,3,1.0,,1,428.4
11268,9,1,,,0,
11269,8,2,,,1,413.8
11270,4,1,,,1,610.2
11271,3,1,1.0,RJ,1,413.1
11272,3,4,,,1,535.4
11273,4,3,,,0,
11274,3,1,1.0,SP,0,
11275,3,3,1.0,RJ,1,675.8
11276,6,3,,,0,
11277,6,2,,,1,417.6
11278,11,2,,,0,
11279,5,3,,,1,426.0
11280,2,3,,,0,
11281,2,2,1.0,PA,1,516.1
11282,10,3,,,1,438.4
11283,2,1,,,0,
11284,5,2,,,1,369.4
11285,13,3,,,0,
11286,6,3,,,1,409.8
11287,2,3,1.0,PA,1,638.0
11288,6,1,,,1,638.3
11289,8,0,,,0,
11290,4,1,1.0,RJ,1,435.8
11291,2,1,1.0,BA,1,467.3
11292,5,3,,,1,528.6
11293,3,3,,,0,
11294,4,0,,,1,574.3
11295,2,1,1.0,,1,596.5
11296,14,2,,,0,
11297,3,1,1.0,,1,452.9
11298,10,2,,,1,645.4
11299,5,2,,,1,615.7
11300,6,1,,,0,
11301,3,1,,,0,
11302,4,3,1.0,,1,397.2
11303,4,1,,,1,445.8
11304,5,3,,,1,484.6
11305,3,2,1.0,SP,0,
11306,6,3,,,1,691.2
11307,9,1,,,0,
11308,3,1,,,1,385.4
11309,2,1,1.0,,1,420.7
11310,7,3,,,1,589.6
11311,7,1,1.0,,1,359.5
11312,12,3,,,0,
11313,2,3,1.0,MG,1,689.1
11314,4,3,,,1,542.6
11315,2,2,1.0,RJ,1,522.7
11316,3,1,1.0,SP,0,
11317,6,1,,,1,711.0
11318,5,3,,,1,547.0
11319,3,3,,,1,385.8
11320,6,3,,,1,469.2
11321,8,3,,,1,380.5
11322,4,3,,,1,502.5
11323,3,3,,,1,492.4
11324,11,3,,,1,500.4
11325,10,3,,,1,732.9
11326,1,3,,,0,
11327,7,2,,,1,634.7
11328,4,3,1.0,PA,1,544.7
11329,2,3,1.0,,1,598.4
11330,4,2,,,0,
11331,3,3,1.0,PA,1,407.2
11332,3,0,1.0,TO,0,
11333,5,1,,,1,612.5
11334,2,2,,,1,504.6
11335,6,3,,,0,
11336,8,1,,,0,
11337,2,3,,,1,413.2
11338,4,3,,,1,470.4
11339,11,1,,,1,402.4
11340,3,3,1.0,,0,
11341,3,0,,,1,554.2
11342,6,3,,,1,387.3
11343,3,1,,,0,
11344,3,1,1.0,PR,1,394.5
11345,11,3,,,1,451.5
11346,3,3,1.0,SP,1,508.4
11347,3,3,1.0,PA,1,640.4
11348,3,3,1.0,PE,1,499.6
11349,8,1,,,1,538.7
11350,2,1,,,1,518.8
11351,6,3,,,1,572.3
11352,2,1,1.0,SP,1,625.7
11353,11,3,,,1,370.5
11354,13,2,,,1,379.8
11355,5,3,,,1,686.3
11356,1,2,,,1,437.9
11357,6,4,,,0,
11358,4,3,,,1,503.6
11359,4,1,,,1,559.8
11360,4,1,,,1,729.9
11361,4,3,,,1,482.6
11362,3,1,1.0,RN,1,427.4
11363,2,3,1.0,,1,414.9
11364,2,1,1.0,PR,1,588.7
11365,5,3,,,1,454.1
11366,5,3,,,1,455.9
11367,6,3,,,0,
11368,4,3,,,0,
11369,14,1,,,1,575.7
11370,1,3,,,0,
11371,4,3,,,1,445.0
11372,8,3,,,0,
11373,3,1,1.0,PA,1,421.0
11374,3,3,1.0,,1,364.7
11375,8,1,,,0,
11376,9,3,,,1,554.8
11377,2,1,,,1,436.6
11378,14,2,,,1,573.8
11379,5,3,,,1,554.0
11380,2,1,1.0,,0,
11381,4,4,,,1,525.3
11382,3,3,,,1,570.0
11383,3,0,1.0,,1,566.4
11384,14,0,,,1,544.2
11385,6,3,,,0,
11386,4,3,,,0,
11387,8,1,,,0,
11388,10,2,,,0,
11389,11,3,,,0,
11390,6,2,,,1,663.3
11391,3,1,1.0,SP,1,586.5
11392,5,1,,,1,644.6
11393,3,1,1.0,PA,1,571.6
11394,2,3,1.0,CE,0,
11395,3,1,,,1,652.3
11396,4,3,,,1,565.9
11397,3,3,1.0,,1,485.3
11398,6,3,,,1,579.7
11399,5,3,,,1,435.2
11400,7,2,,,0,
11401,4,3,,,1,520.9
11402,4,1,,,1,443.0
11403,2,1,,,1,396.3
11404,6,1,,,1,633.2
11405,2,3,,,1,468.3
11406,3,3,1.0,PA,1,454.0
11407,11,3,,,1,401.9
11408,3,3,1.0,SP,1,508.0
11409,4,3,,,0,
11410,3,3,1.0,,1,437.0
11411,2,3,,,1,432.5
11412,3,0,,,0,
11413,11,2,,,0,
11414,3,3,1.0,PA,1,582.4
11415,5,2,,,1,392.5
11416,9,1,,,0,
11417,7,4,,,1,491.4
11418,2,1,1.0,,1,395.2
11419,2,3,1.0,,1,501.2
11420,6,3,,,0,
11421,4,1,,,0,
11422,5,3,,,1,468.5
11423,3,0,1.0,PB,1,404.8
11424,2,1,1.0,SP,1,723.8
11425,5,3,,,1,504.1
11426,3,3,1.0,,1,394.5
11427,3,3,,,1,519.8
11428,6,3,,RJ,1,409.0
11429,13,3,,,1,453.9
11430,3,1,,,1,487.7
11431,4,3,,,1,527.3
11432,3,3,,,0,
11433,2,3,,BA,0,
11434,11,3,,,1,726.4
11435,6,1,,,1,390.9
11436,3,1,1.0,,1,414.3
11437,5,1,,,1,421.8
11438,4,3,1.0,AP,0,
11439,4,3,,,1,594.7
11440,4,2,,,0,
11441,10,1,,,0,
11442,6,3,,,1,399.5
11443,5,1,,,1,500.9
11444,5,3,,,1,489.6
11445,11,3,,,0,
11446,1,1,,,1,375.6
11447,3,3,1.0,MG,1,522.3
11448,6,1,,,1,517.7
11449,4,3,,,1,634.1
11450,3,3,1.0,SP,0,
11451,4,3,,,1,481.6
11452,3,3,,MG,1,482.3
11453,12,3,,,1,445.8
11454,2,1,1.0,SP,1,468.5
11455,13,3,,,1,582.9
11456,4,2,,,1,593.8
11457,4,3,,,1,471.5
11458,3,3,,,1,511.0
11459,15,3,,,0,
11460,4,3,1.0,PA,1,536.8
11461,3,3,1.0,AM,1,427.0
11462,12,3,,,1,376.7
11463,10,1,,,1,354.8
11464,11,3,,,0,
11465,4,1,,,1,553.0
11466,11,1,,,0,
11467,9,2,,,1,371.1
11468,4,4,,,1,601.9
11469,2,3,,,1,564.0
11470,8,3,,,1,438.4
11471,3,3,,,1,401.9
11472,5,3,,,1,544.6
11473,3,1,1.0,PE,1,452.1
11474,3,2,1.0,,1,504.7
11475,11,3,,,0,
11476,3,1,,,1,699.9
11477,6,1,,,1,577.2
11478,11,1,,,1,431.7
11479,14,3,,,0,
11480,8,1,,,1,568.0
11481,1,2,,,1,584.3
11482,3,1,1.0,SP,1,471.5
11483,11,3,,,0,
11484,5,2,,,1,491.4
11485,3,3,1.0,SP,0,
11486,4,1,,,1,727.5
11487,2,2,1.0,,1,378.1
11488,3,1,,,1,407.1
11489,3,3,,,0,
11490,4,2,1.0,RJ,1,374.4
11491,3,3,1.0,RS,0,
11492,12,2,,,0,
11493,7,3,,,1,596.8
11494,15,1,,,0,
11495,3,1,1.0,,1,445.5
11496,11,3,,,1,555.6
11497,2,2,1.0,,1,670.3
11498,3,1,,,1,448.5
11499,1,1,,,0,
11500,14,3,,,0,
11501,7,2,,,0,
11502,2,1,,,1,551.6
11503,6,1,,,1,698.3
11504,10,2,,,1,434.4
11505,12,1,,,0,
11506,2,3,,,1,482.0
11507,2,1,1.0,PA,1,444.8
11508,4,3,,,1,515.0
11509,4,3,,,1,386.3
11510,5,4,,,1,450.5
11511,7,3,,,0,
11512,6,3,,,1,430.4
11513,3,3,1.0,SP,0,
11514,4,1,1.0,SP,1,695.7
11515,4,1,,,1,411.5
11516,9,3,,,0,
11517,3,3,1.0,RS,1,649.9
11518,3,3,,,1,540.8
11519,3,3,1.0,RJ,1,595.1
11520,5,3,,,1,497.5
11521,2,3,,,1,519.5
11522,7,2,1.0,RN,1,480.2
11523,2,1,,,1,659.4
11524,8,2,,,1,435.7
11525,2,2,1.0,PE,1,345.8
11526,2,3,1.0,,1,405.4
11527,3,3,1.0,RJ,1,576.8
11528,1,1,,,0,
11529,2,1,1.0,,1,450.3
11530,2,1,,,1,625.9
11531,9,1,,,1,447.1
11532,5,1,,,1,492.4
11533,3,3,1.0,SP,1,541.9
11534,3,3,,,1,422.2
11535,7,3,,,0,
11536,6,2,,,0,
11537,8,1,,,1,382.3
11538,11,2,,,0,
11539,6,3,,,1,585.4
11540,11,3,,,1,415.5
11541,8,3,,,0,
11542,6,3,,,1,356.8
11543,4,3,,,1,406.4
11544,3,3,1.0,GO,1,421.2
11545,1,0,,,1,490.5
11546,3,3,,,1,420.6
11547,2,3,1.0,PE,1,603.3
11548,2,2,,,0,
11549,3,1,1.0,SP,1,443.2
11550,4,3,,,1,542.5
11551,9,3,,,0,
11552,3,3,,,1,412.8
11553,6,3,,,1,351.7
11554,6,3,,,1,508.1
11555,11,2,,,1,611.1
11556,12,1,,,0,
11557,2,3,1.0,,1,368.7
11558,4,1,1.0,,1,347.8
11559,3,3,1.0,RJ,1,616.4
11560,3,1,1.0,SP,0,
11561,4,1,,,1,536.2
11562,15,3,,,0,
11563,2,1,1.0,,1,613.7
11564,4,1,,,0,
11565,3,2,,,1,633.9
11566,2,3,1.0,,1,473.9
11567,3,1,1.0,SC,1,629.4
11568,1,2,,,1,590.6
11569,5,3,,,0,
11570,10,1,,,1,519.9
11571,14,1,,,0,
11572,3,3,1.0,SE,0,
11573,2,1,1.0,SP,1,742.7
11574,5,2,,,1,540.8
11575,3,1,1.0,SP,1,352.7
11576,3,3,1.0,PA,1,472.0
11577,4,1,,,0,
11578,2,1,1.0,PA,1,569.6
11579,5,3,,,0,
11580,9,3,,,0,
11581,1,2,,,0,
11582,5,1,,,1,553.6
11583,8,3,,,0,
11584,5,0,,,1,482.1
11585,11,2,,,0,
11586,15,3,,,1,476.6
11587,5,1,,,1,594.3
11588,4,1,,,1,534.6
11589,11,3,,,0,
11590,7,3,,,0,
11591,10,3,,,0,
11592,2,1,1.0,DF,1,482.7
11593,2,3,,,0,
11594,5,3,,,1,521.3
11595,3,1,1.0,RJ,1,506.6
11596,4,3,,,0,
11597,7,2,,,1,394.2
11598,6,3,,,1,381.3
11599,3,3,,,0,
11600,1,1,,,1,565.0
11601,2,3,1.0,MA,1,590.6
11602,4,1,,,0,
11603,4,1,,,1,559.0
11604,2,3,,,1,456.4
11605,5,1,,,1,722.7
11606,6,1,,,0,
11607,1,1,,,1,615.4
11608,11,3,,,0,
11609,14,1,,,0,
11610,6,1,,,1,380.8
11611,4,3,1.0,,1,496.7
11612,12,3,,,1,487.3
11613,8,2,,,0,
11614,5,2,,,1,626.2
11615,2,3,,,1,588.1
11616,9,3,,,0,
11617,6,3,,,0,
11618,3,3,1.0,,0,
11619,5,3,,,0,
11620,8,3,,,1,426.5
11621,3,2,1.0,,0,
11622,10,3,,,0,
11623,3,3,,,1,503.1
11624,1,2,,,0,
11625,5,1,,,1,558.0
11626,14,3,,,0,
11627,11,1,,,0,
11628,6,1,,,1,433.4
11629,4,4,1.0,SE,0,
11630,3,3,1.0,,1,632.9
11631,3,1,,,0,
11632,13,3,,,0,
11633,5,1,,,0,
11634,5,3,,,1,508.7
11635,6,1,,,1,849.6
11636,4,1,1.0,,0,
11637,2,2,1.0,SP,1,586.4
11638,3,3,,,1,519.0
11639,11,3,,,0,
11640,10,0,,,0,
11641,4,3,,,0,
11642,5,3,,,1,388.2
11643,5,3,,,0,
11644,2,3,1.0,,1,487.8
11645,4,2,,,1,555.9
11646,5,1,,,1,781.9
11647,8,1,,,1,780.7
11648,4,1,,,1,385.6
11649,4,1,,,0,
11650,4,2,,,1,376.8
11651,1,3,,,1,570.7
11652,4,4,1.0,BA,1,444.0
11653,1,1,,,0,
11654,3,3,,,1,460.6
11655,11,1,,,0,
11656,10,3,,AM,1,586.9
11657,5,3,,,1,368.0
11658,6,1,,,0,
11659,7,3,1.0,BA,1,598.7
11660,5,2,,,1,458.8
11661,3,4,,,1,512.7
11662,9,1,,,1,402.7
11663,12,1,,,0,
11664,10,2,,,0,
11665,10,2,,,0,
11666,4,3,,,0,
11667,4,3,,,1,481.9
11668,8,1,,,0,
11669,11,3,,,1,359.7
11670,12,3,,,0,
11671,3,1,,,1,401.2
11672,4,2,1.0,PE,1,464.3
11673,10,3,,,0,
11674,3,2,1.0,,1,551.3
11675,3,1,,,1,688.1
11676,3,1,1.0,PA,1,438.0
11677,4,3,,,1,371.0
11678,12,1,,,0,
