,TP_FAIXA_ETARIA,TP_COR_RACA,TP_ENSINO,SG_UF_ESC,TP_PRESENCA_MT,NU_NOTA_MT
415,3,3,1.0,MG,1,535.5
416,11,2,,,0,
417,9,3,,,1,606.5
418,2,3,1.0,,0,
419,2,1,,,1,768.0
420,4,1,,,0,
421,11,3,,,0,
422,14,3,,,1,389.1
423,13,3,,,1,558.5
424,4,3,1.0,,1,414.3
425,1,1,,,0,
426,3,3,1.0,,0,
427,4,2,,,1,413.3
428,4,3,,,1,545.6
429,12,3,,,1,539.1
430,4,1,,,1,791.0
431,4,1,,,1,498.1
432,3,5,1.0,,1,454.2
433,3,3,,,1,375.9
434,5,3,,,1,436.7
435,6,2,,,0,
436,3,1,,,1,627.8
437,3,3,,,1,466.0
438,8,3,,,0,
439,11,3,,,1,438.5
440,8,3,,,0,
441,3,1,,,0,
442,9,3,,,0,
443,11,3,,,0,
444,9,1,,,1,530.5
445,2,1,1.0,SP,1,716.3
446,9,3,,,1,535.3
447,11,1,,,1,444.5
448,3,1,,,0,
449,5,2,,,1,537.6
450,3,3,1.0,GO,1,594.9
451,4,3,1.0,MA,0,
452,3,3,1.0,,1,340.2
453,1,3,,,1,490.7
454,3,1,1.0,BA,1,678.8
455,9,3,,,1,454.4
456,3,2,,,1,421.2
457,6,1,,,1,562.8
458,14,3,,,0,
459,2,3,,,0,
460,6,3,,,0,
461,3,1,1.0,RN,1,486.2
462,4,1,,,1,479.2
463,2,1,1.0,MA,1,655.7
464,4,1,,,0,
465,2,3,,,1,619.7
466,3,1,1.0,PE,1,748.8
467,13,1,,,0,
468,11,1,,,1,464.1
469,11,2,,,0,
470,2,1,1.0,,1,577.9
471,3,3,,,1,374.8
472,4,1,,,0,
473,11,3,,,1,451.7
474,11,3,,,1,479.2
475,4,3,,,1,659.0
476,6,3,,,1,458.5
477,7,3,,,0,
478,12,3,,,0,
479,11,3,,,0,
480,13,1,,,0,
481,2,2,1.0,,1,734.3
482,4,3,,,0,
483,5,2,1.0,,1,372.7
484,3,3,,,0,
485,4,3,,,1,398.1
486,12,3,,,1,365.3
487,9,3,,,0,
488,4,3,,,0,
489,8,3,,,1,478.0
490,15,1,,,0,
491,6,3,1.0,CE,1,400.2
492,8,2,,,1,659.3
493,2,3,1.0,RJ,1,656.4
494,3,1,,,1,483.7
495,11,3,,,1,357.8
496,13,3,,,0,
497,4,4,,,1,684.3
498,12,3,,,0,
499,3,3,,,0,
500,3,3,,,1,656.5
501,3,2,1.0,ES,1,487.5
502,12,3,,,1,485.9
503,6,3,,,1,505.5
504,5,3,,,0,
505,11,1,,,0,
506,13,3,,,0,
507,10,2,,,1,472.8
508,9,5,1.0,,0,
509,8,1,,,1,473.1
510,3,1,1.0,SP,1,700.3
511,6,2,,,0,
512,4,3,,,1,621.9
513,5,3,,,1,706.8
514,2,3,1.0,PB,1,444.9
515,14,1,,,1,479.8
516,3,3,1.0,RJ,0,
517,12,3,,,1,371.4
518,2,1,,,0,
519,12,3,,,0,
520,8,3,,,1,346.2
521,13,1,,,1,518.4
522,5,1,,,1,481.2
523,14,3,,,0,
524,11,1,,,0,
525,10,2,,,0,
526,13,3,,,1,420.5
527,1,4,2.0,CE,1,410.9
528,5,3,,,0,
529,13,3,,,0,
530,4,3,1.0,PA,1,421.1
531,5,3,,,1,506.9
532,9,3,,,1,506.4
533,6,2,,,0,
534,11,3,,,1,442.4
535,5,1,,,0,
536,17,3,,,0,
537,5,1,,,1,843.7
538,11,3,,,1,592.1
539,5,3,,,0,
540,3,1,,,1,414.7
541,4,3,,,0,
542,6,1,,,0,
543,10,3,,,1,500.8
544,8,1,,,1,537.6
545,7,1,,,0,
546,8,3,,,0,
547,5,1,,,1,393.8
548,5,1,1.0,,0,
549,9,3,,,1,582.6
550,4,3,1.0,CE,0,
551,3,1,,,1,700.1
552,3,3,1.0,,1,476.5
553,9,0,,,0,
554,2,1,1.0,,1,453.4
555,6,3,,,0,
556,8,1,,,1,755.3
557,3,3,1.0,,1,387.7
558,4,1,,,0,
559,5,3,,,1,452.4
560,3,3,1.0,SE,1,442.1
561,11,3,,,1,395.6
562,3,3,1.0,RJ,1,490.3
563,7,3,,,0,
564,7,3,,,0,
565,3,3,,,1,495.7
566,2,3,1.0,,0,
567,5,3,,,0,
568,8,2,,,1,430.5
569,14,2,,,0,
570,6,3,,,1,398.5
571,4,1,,,0,
572,3,1,1.0,,1,442.3
573,5,1,1.0,,1,456.4
574,5,2,,,0,
575,4,3,1.0,RJ,0,
576,5,1,,,1,599.7
577,6,3,,,0,
578,1,3,,,1,465.9
579,8,1,,,0,
580,5,3,,,0,
581,2,3,1.0,,1,446.8
582,3,1,,,1,475.6
583,2,1,1.0,CE,1,903.9
584,11,3,,,0,
585,6,3,,,1,359.4
586,6,2,,,1,628.1
587,16,2,,,1,347.1
588,4,1,,,1,381.5
589,6,2,,,0,
590,8,1,,,0,
591,3,3,,,1,390.7
592,4,3,,,0,
593,12,1,,,1,470.7
594,13,2,,,1,583.4
595,2,1,1.0,GO,1,502.5
596,3,1,,,1,455.8
597,13,3,,,0,
598,6,2,,,0,
599,6,3,,,0,
600,3,3,,,1,368.4
601,4,3,,,0,
602,5,3,,,0,
603,5,3,,,1,403.3
604,12,1,,,1,420.5
605,5,3,,,0,
606,4,1,,,0,
607,5,3,,,1,618.4
608,4,3,,,0,
609,5,3,,,0,
610,3,1,,,1,455.6
611,4,2,,,0,
612,6,3,,,1,544.1
613,5,3,,,1,365.0
614,3,2,1.0,,1,541.1
615,11,0,,,0,
616,14,4,,,0,
617,5,2,,,1,470.4
618,2,0,1.0,CE,1,372.5
619,3,3,,,1,583.3
620,7,1,,,0,
621,4,1,,,0,
622,3,3,,,0,
623,2,3,1.0,,1,723.0
624,2,1,1.0,,1,370.2
625,5,2,,,0,
626,13,3,,,0,
627,14,1,,,1,483.0
628,3,1,,,0,
629,7,1,,,0,
630,5,3,,,0,
631,4,1,,,1,431.9
632,14,3,,,1,525.0
633,2,3,1.0,PE,1,544.3
634,5,3,,,1,591.8
635,6,1,,,0,
636,8,3,,,0,
637,2,2,,,1,595.0
638,12,3,,,1,463.4
639,8,1,,,1,574.7
640,6,3,,,0,
641,12,3,,,1,349.2
642,3,3,,,0,
643,16,3,,,0,
644,5,4,,,1,600.2
645,2,1,,,1,473.0
646,5,3,,,1,479.9
647,3,3,1.0,,1,489.5
648,11,3,,,0,
649,10,1,,,0,
650,6,3,,,1,477.0
651,4,3,,,0,
652,4,1,,,1,404.9
653,11,3,,,0,
654,15,3,,,1,473.8
655,10,3,,,1,422.0
656,5,2,,,0,
657,4,3,,,0,
658,2,3,1.0,,1,585.8
659,2,3,1.0,BA,1,631.0
660,3,3,,,0,
661,8,3,,,0,
662,5,2,,,1,623.8
663,3,1,,,1,409.2
664,3,3,1.0,,1,386.2
665,3,3,,,1,393.0
666,3,1,,,1,426.7
667,3,3,,,1,601.5
668,6,3,,,1,393.0
669,11,3,,,0,
670,7,1,,,1,508.5
671,6,1,,,1,503.1
672,14,2,,,1,427.5
673,3,3,,,1,361.6
674,2,3,1.0,,1,337.6
675,7,3,,,0,
676,11,3,,,1,652.7
677,11,2,,,1,357.3
678,2,3,1.0,PI,1,392.5
679,6,1,,,0,
680,14,3,,,0,
681,4,1,,,0,
682,4,3,,,0,
683,4,3,1.0,,0,
684,15,1,,,0,
685,4,3,,,0,
686,11,3,,,0,
687,3,1,,,1,555.7
688,6,3,,,1,439.6
689,11,3,,,0,
690,6,3,,,1,643.6
691,3,3,1.0,,0,
692,4,1,,,1,713.8
693,9,1,,,1,348.9
694,9,3,,,1,344.7
695,10,4,,,1,371.6
696,10,3,,,0,
697,11,0,,,0,
698,2,3,,,0,
699,3,2,,,1,383.1
700,2,3,,,1,582.2
701,5,3,,,0,
702,12,2,,,1,627.0
703,12,3,,,0,
704,11,3,,,0,
705,4,3,,,1,489.6
706,2,1,,,1,492.1
707,7,3,,,0,
708,11,3,,,0,
709,11,3,,,1,378.8
710,3,3,1.0,AM,0,
711,4,2,,,1,389.0
712,6,3,,,0,
713,4,1,,,0,
714,6,3,,,0,
715,3,3,1.0,CE,1,645.1
716,11,1,,,0,
717,11,3,,,0,
718,13,3,,,0,
719,3,3,1.0,,1,380.1
720,4,3,,,0,
721,10,3,,,0,
722,9,1,,,0,
723,4,0,,,1,521.8
724,9,3,,,1,432.6
725,2,5,1.0,,0,
726,3,3,,,1,401.4
727,6,3,,,0,
728,10,4,,,1,422.7
729,2,2,1.0,SP,1,544.5
730,11,3,,,0,
731,2,2,1.0,,1,459.8
732,11,3,,,0,
733,5,1,,,1,590.6
734,6,3,,,1,403.4
735,8,3,,,0,
736,1,3,,,1,725.2
737,13,3,,,1,437.7
738,13,3,,,0,
739,11,3,,,1,338.3
740,9,3,,,1,375.5
741,8,3,,,0,
742,12,3,,,0,
743,3,2,1.0,RN,1,364.3
744,13,1,,,0,
745,3,3,,,0,
746,4,3,1.0,AM,1,602.6
747,8,1,,,0,
748,4,3,,,0,
749,9,3,,,0,
750,11,1,,,0,
751,7,3,1.0,,1,465.0
752,11,3,,,0,
753,3,3,1.0,PA,0,
754,11,4,,,0,
755,4,3,,,1,392.8
756,4,1,1.0,RS,1,429.6
757,11,1,,,0,
758,17,3,1.0,,0,
759,13,2,,,0,
760,11,4,,,0,
761,5,1,1.0,CE,0,
762,13,4,,,1,508.4
763,4,3,1.0,,1,737.0
764,6,1,,,1,495.1
765,4,2,,,1,393.1
766,9,3,,,0,
767,5,3,,,1,490.9
768,5,1,,,0,
769,5,2,,,0,
770,4,3,,,0,
771,3,3,,,1,533.2
772,3,2,1.0,BA,1,505.7
773,4,3,,,1,515.7
774,5,3,1.0,,1,369.0
775,10,2,,,0,
776,5,3,,,1,419.4
777,11,2,,,1,441.7
778,4,1,,,1,462.7
779,11,4,,,1,388.5
780,4,1,,,0,
781,2,3,1.0,,1,371.0
782,6,3,,,1,618.9
783,1,3,,,1,557.3
784,4,3,,,0,
785,4,3,,,0,
786,6,3,,,0,
787,13,2,,,0,
788,4,3,,,1,426.6
789,6,2,,,0,
790,3,3,1.0,,1,459.0
791,6,3,,,1,450.3
792,10,2,,,0,
793,3,1,1.0,,1,484.6
794,2,3,,,1,412.9
795,5,2,,,0,
796,4,3,,,1,515.1
797,5,2,,,1,500.5
798,2,1,1.0,,1,366.8
799,12,3,,,0,
800,14,2,,,1,432.2
801,11,3,,,0,
802,3,3,,,0,
803,4,1,,,1,666.8
804,5,1,,,1,469.1
805,15,3,,,0,
806,7,3,,,1,558.5
807,7,3,,,0,
808,4,2,1.0,,1,568.7
809,3,1,1.0,GO,0,
810,6,2,,,1,637.8
811,12,3,,,1,378.4
812,11,3,,,1,616.7
813,5,2,1.0,RJ,1,469.6
814,1,3,,,1,520.5
815,2,3,1.0,,1,622.4
816,14,3,,,1,567.0
817,13,2,,,1,427.2
818,2,3,1.0,SE,0,
819,2,3,1.0,RN,1,599.0
820,12,2,,,1,415.2
821,10,4,,,1,388.5
822,11,3,,,0,
823,4,3,,,1,615.4
824,14,3,,,0,
825,8,3,,,1,557.7
826,4,1,,,1,633.1
827,9,1,,,0,
828,2,3,1.0,CE,1,650.2
829,2,1,1.0,,1,544.9
830,5,3,,,0,
831,6,3,,,1,588.3
832,12,1,,,0,
833,6,3,,,1,776.1
834,10,0,,,1,745.4
835,3,3,,,1,540.7
836,15,1,,,1,446.9
837,14,1,,,0,
838,9,2,,,0,
839,5,3,,,1,380.4
840,11,2,,,1,479.8
841,6,3,,,1,392.4
842,9,4,,,0,
843,1,1,,,1,486.6
844,4,4,,,1,593.9
845,5,3,,,0,
846,12,1,,,1,612.7
847,4,3,,,1,479.0
848,12,3,,,0,
849,4,2,,,0,
850,3,2,,,0,
851,6,3,,,0,
852,2,0,,,0,
853,5,2,,,1,333.8
854,4,3,,,1,445.7
855,1,3,,,1,567.3
856,2,2,1.0,SP,1,503.6
857,4,3,,,1,448.4
858,7,3,,,0,
859,2,3,1.0,,1,593.4
860,3,3,1.0,,1,590.6
861,3,3,1.0,,1,565.8
862,9,3,,,1,544.4
863,11,1,,,1,854.0
864,13,3,,,0,
865,3,1,1.0,GO,1,621.6
866,13,3,,,0,
867,11,3,,,0,
868,6,2,,,0,
869,10,3,,,1,429.0
870,6,3,,,1,401.4
871,4,3,,,0,
872,9,3,,,0,
873,5,2,,,0,
874,11,2,,,0,
875,11,3,,,0,
876,7,3,,,1,660.6
877,3,1,1.0,RJ,1,468.9
878,2,3,1.0,BA,1,549.9
879,11,1,,,0,
880,3,3,1.0,,0,
881,2,2,1.0,SP,1,429.8
882,14,3,,,0,
883,4,3,,MT,1,407.3
884,13,3,,,0,
885,6,3,,,0,
886,11,3,,,1,418.4
887,12,3,,,1,516.2
888,2,3,1.0,MA,1,491.4
889,12,4,,,0,
890,4,3,,,1,532.4
891,5,3,,,1,544.2
892,12,3,,,0,
893,2,2,1.0,,1,446.2
894,2,3,1.0,,1,627.7
895,1,3,,,1,835.1
896,3,3,1.0,SP,1,687.1
897,5,3,,,1,726.6
898,11,3,,,1,464.0
899,1,3,,,0,
900,11,2,,,0,
901,3,3,1.0,PE,1,508.3
902,6,3,,,0,
903,5,3,,,1,555.4
904,5,3,,,1,612.9
905,2,3,,,1,426.0
906,7,3,,,1,498.1
907,4,3,1.0,CE,1,566.4
908,3,1,1.0,RJ,0,
909,3,1,,,1,486.2
910,4,3,,,0,
911,1,3,,,1,530.6
912,3,3,,,1,553.2
913,3,3,,RS,0,
914,9,1,,,1,560.1
915,8,3,,,1,525.7
916,5,1,,,0,
917,7,0,,,0,
918,4,3,,,0,
919,11,3,,,0,
920,2,2,1.0,CE,1,623.5
921,2,0,1.0,CE,1,355.4
922,2,2,1.0,,1,660.0
923,9,2,,,0,
924,11,1,,,0,
925,2,3,1.0,MG,1,751.4
926,2,3,1.0,RJ,0,
927,3,3,,,1,632.1
928,3,2,1.0,,1,371.2
929,9,3,,,0,
930,3,2,,,1,441.5
931,9,3,,,0,
932,4,3,1.0,,0,
933,2,3,1.0,CE,1,443.4
934,3,1,1.0,MG,1,660.2
935,2,3,,,0,
936,4,2,,,1,578.0
937,8,2,,,1,393.6
938,2,3,1.0,,0,
939,4,1,,,0,
940,2,3,1.0,,1,479.9
941,4,3,1.0,PB,1,432.2
942,9,2,,,1,481.1
943,13,3,,,1,407.9
944,8,3,,,1,510.9
945,3,3,1.0,PB,1,615.4
946,4,3,1.0,RN,1,722.2
947,6,2,,,1,444.4
948,11,0,1.0,,0,
949,4,3,1.0,RJ,1,340.3
950,3,1,,,0,
951,11,1,,,0,
952,8,1,,,0,
953,13,3,,,1,329.4
954,6,3,,,1,374.7
955,2,1,1.0,PB,1,627.8
956,9,3,,,1,440.0
957,4,1,,,1,420.8
958,5,2,,,1,341.7
959,3,3,,,1,475.7
960,18,2,,,0,
961,2,3,1.0,CE,1,520.5
962,5,3,,,0,
963,6,3,,,0,
964,9,3,,,0,
965,6,3,,,0,
966,3,3,1.0,PB,1,365.9
967,5,3,,,0,
968,11,3,,,0,
969,4,1,,,0,
970,3,3,,,1,517.8
971,1,1,,,1,700.7
972,3,2,1.0,SE,1,464.1
973,14,3,,,0,
974,11,3,,,0,
975,3,3,,,1,633.3
976,12,3,,,0,
977,10,2,,,1,604.3
978,4,2,1.0,,0,
979,5,1,1.0,,0,
980,11,3,,,0,
981,8,3,,,1,414.2
982,2,2,,,0,
983,4,1,1.0,RN,1,688.0
984,12,1,,,0,
985,4,3,,,1,612.4
986,11,3,,,1,435.5
987,5,1,,PI,1,449.5
988,3,1,1.0,CE,0,
989,3,3,1.0,,0,
990,10,3,,,1,425.8
991,2,3,1.0,SP,1,650.1
992,3,2,1.0,,1,649.1
993,1,3,,,1,473.9
994,4,1,,,0,
995,2,3,,,0,
996,2,1,1.0,SP,1,559.4
997,11,2,,,1,563.3
998,4,1,,,1,660.1
999,8,0,,,0,
1000,2,1,1.0,,0,
1001,12,3,,,0,
1002,6,3,,,0,
1003,2,3,1.0,,0,
1004,3,3,,,1,807.4
1005,12,3,,,0,
1006,3,3,,,1,553.8
1007,12,3,,,0,
1008,3,3,1.0,MA,1,492.6
1009,5,3,,,1,642.6
1010,9,3,,,1,400.2
1011,13,3,,,0,
1012,11,1,,,1,442.2
1013,2,3,1.0,GO,1,419.9
1014,4,2,,,1,494.5
1015,3,3,1.0,ES,0,
1016,8,3,,,0,
1017,8,0,,,0,
1018,4,5,,,0,
