,TP_FAIXA_ETARIA,TP_COR_RACA,TP_ENSINO,SG_UF_ESC,TP_PRESENCA_MT,NU_NOTA_MT
280,11,3,,,0,
281,5,3,,,1,347.3
282,8,3,,,1,573.5
283,4,1,,,1,538.1
284,3,1,,,0,
285,4,3,,,1,535.0
286,12,3,,,0,
287,5,3,,,1,489.7
288,10,3,,,0,
289,11,1,,,0,
290,6,0,,,1,632.7
291,13,3,,,0,
292,4,1,1.0,PA,1,433.6
293,2,3,1.0,GO,0,
294,4,1,,,0,
295,11,3,,,1,511.2
296,4,3,,,0,
297,11,3,,,0,
298,8,3,,,0,
299,4,3,,,1,384.3
300,7,2,,,1,350.7
301,9,3,,,1,527.6
302,13,3,,,1,505.5
303,5,2,,,1,662.4
304,8,1,,,1,382.7
305,3,3,,,1,686.9
306,7,2,,,1,344.4
307,11,3,,,1,474.5
308,2,3,1.0,PA,1,542.2
309,5,1,,,1,408.0
310,14,3,,,1,406.7
311,3,1,,,1,751.5
312,9,3,,,0,
313,9,3,,,1,506.9
314,3,3,1.0,,1,369.1
315,3,2,,,0,
316,4,3,,,1,554.0
317,3,3,1.0,,1,512.2
318,4,1,,,1,643.6
319,14,3,,,0,
320,5,3,,,1,549.8
321,4,2,,,0,
322,2,3,1.0,,1,567.1
323,15,3,,,1,674.5
324,7,3,,,1,386.4
325,6,3,,,1,521.5
326,5,1,,,0,
327,7,1,,,1,545.1
328,4,3,,,0,
329,11,1,,,1,464.0
330,6,3,,,1,399.8
331,3,1,1.0,,0,
332,6,3,,,1,483.3
333,7,2,,,1,445.9
334,3,2,1.0,PI,1,693.8
335,9,3,,,1,437.3
336,2,2,,,1,496.9
337,11,2,,,0,
338,5,2,,,0,
339,11,3,,,0,
340,12,4,,,1,487.8
341,11,1,,,1,651.0
342,2,3,1.0,SE,1,399.2
343,11,3,,,0,
344,5,1,,,1,415.9
345,11,1,,,0,
346,5,2,,,0,
347,9,3,,,1,338.1
348,5,1,,,1,807.0
349,1,1,,,1,689.4
350,7,3,,,0,
351,3,1,,,1,485.8
352,6,1,,,0,
353,3,3,,,1,476.8
354,8,1,,,0,
355,11,1,,,1,578.9
356,5,1,,,1,624.5
357,3,3,,,1,496.2
358,7,1,,,0,
359,11,2,,,0,
360,3,1,1.0,SP,0,
361,5,3,,,1,490.8
362,4,1,,,1,427.5
363,12,3,,,1,538.6
364,3,3,,,0,
365,3,1,1.0,,1,406.1
366,1,1,,,1,499.9
367,14,2,,,1,396.9
368,12,0,,,1,332.5
369,13,2,,,1,436.3
370,3,1,,,1,444.8
371,3,1,1.0,RS,1,409.1
372,5,3,,,1,498.9
373,11,3,,,1,380.6
374,3,3,,GO,0,
375,8,3,,,1,438.5
376,3,1,,,0,
377,3,3,1.0,CE,1,345.0
378,3,1,1.0,,1,535.2
379,4,2,,,1,381.3
380,14,3,,,1,397.8
381,2,3,1.0,AP,1,590.9
382,7,1,,,0,
383,4,3,,,1,461.9
384,2,3,1.0,AP,1,566.4
385,11,1,,,1,660.1
386,2,3,1.0,BA,1,532.5
387,4,3,,,1,494.3
388,6,3,1.0,CE,0,
389,4,3,,,1,614.0
390,3,3,,,0,
391,6,3,1.0,RJ,1,636.8
392,9,1,,,1,637.8
393,11,3,,,0,
394,3,3,,,0,
395,8,3,,,1,600.6
396,3,1,,,0,
397,11,3,,,1,415.5
398,11,1,,,1,523.1
399,4,3,,,1,433.4
400,3,1,,PE,1,545.4
401,5,2,,,1,591.5
402,2,1,1.0,SP,0,
403,7,2,,,0,
404,7,3,,,1,476.7
405,6,1,,,0,
406,11,3,,,1,542.7
407,3,1,,,1,528.9
408,4,1,,,1,753.6
409,3,1,2.0,RS,1,604.9
410,11,1,,,1,811.0
411,3,3,,,1,563.5
412,10,1,,,1,647.1
413,7,2,,,1,425.2
414,3,1,1.0,,1,586.6
415,12,3,,,1,622.0
416,7,1,,,0,
417,5,2,1.0,,1,589.2
418,3,1,1.0,SP,1,719.7
419,5,3,,,0,
420,5,1,,,1,357.3
421,3,1,1.0,,1,334.9
422,12,3,,,0,
423,12,1,,,1,500.3
424,3,1,,,1,391.4
425,8,1,,,1,466.8
426,4,2,1.0,BA,1,648.8
427,9,3,,,1,608.5
428,4,3,,,0,
429,4,2,,,1,640.1
430,11,3,,,1,329.7
431,5,3,,,1,375.5
432,7,3,,,0,
433,3,3,1.0,,1,484.9
434,6,2,,,0,
435,8,3,,,0,
436,7,2,,,1,511.2
437,9,1,,,1,687.7
438,2,1,1.0,SP,1,641.4
439,7,3,,,0,
440,2,3,1.0,GO,1,558.2
441,7,2,,,1,467.3
442,5,3,,,1,639.7
443,3,3,1.0,SP,0,
444,8,2,,,1,422.8
445,4,3,,,1,568.1
446,9,1,,,0,
447,3,2,,,0,
448,4,2,1.0,,1,376.1
449,9,3,,,1,424.3
450,5,1,,,1,458.1
451,6,3,,,1,512.2
452,13,1,,,1,668.8
453,1,3,,,1,449.3
454,4,2,,,1,439.5
455,2,3,1.0,CE,1,561.7
456,3,1,1.0,MT,1,527.8
457,3,2,1.0,BA,1,556.5
458,3,1,1.0,GO,1,458.7
459,11,2,,,0,
460,5,1,,,0,
461,3,1,1.0,,1,492.6
462,3,3,,,1,372.3
463,10,1,,,1,337.4
464,10,3,,,0,
465,5,3,,,1,609.2
466,3,1,1.0,DF,1,548.4
467,12,3,,,0,
468,3,1,1.0,SP,1,599.5
469,4,1,,,1,470.1
470,11,3,,,0,
471,4,1,,,1,602.2
472,9,4,,,1,471.2
473,3,1,,,1,600.2
474,3,5,1.0,SP,1,591.0
475,3,3,1.0,,0,
476,14,1,,,1,364.9
477,3,1,,,0,
478,8,3,,,1,338.2
479,4,3,,,1,586.7
480,7,4,,,0,
481,4,3,1.0,,1,697.3
482,6,2,,,1,416.5
483,11,1,,,1,664.2
484,7,2,,,0,
485,2,1,1.0,,1,491.3
486,5,3,,,0,
487,1,2,,,0,
488,2,3,1.0,SP,1,446.9
489,3,3,1.0,RJ,1,396.7
490,12,3,,,1,555.6
491,7,3,,,1,536.4
492,2,3,1.0,,1,602.1
493,3,3,,,1,479.5
494,4,3,,,1,693.0
495,8,2,,,1,363.0
496,4,1,1.0,RS,1,690.2
497,3,3,1.0,CE,1,387.2
498,3,3,1.0,,1,497.9
499,9,2,,,0,
500,13,3,,,0,
501,3,3,1.0,CE,1,697.8
502,4,2,,,0,
503,1,1,,,1,481.0
504,9,2,,,1,495.3
505,3,2,1.0,,1,443.0
506,1,3,,,1,481.2
507,5,4,,,0,
508,10,3,,,0,
509,4,3,,,1,616.7
510,3,3,,,1,391.2
511,2,3,1.0,SP,1,419.6
512,6,3,,,1,467.0
513,2,3,,,1,597.7
514,3,1,1.0,RS,1,543.1
515,8,0,,,0,
516,13,0,,,1,654.7
517,6,1,,,0,
518,6,3,,,1,392.1
519,3,1,1.0,SP,1,468.2
520,4,4,,,1,404.4
521,12,3,,,0,
522,7,3,,,0,
523,5,1,,,1,378.3
524,12,3,,,0,
525,4,3,,,0,
526,2,1,1.0,,1,570.3
527,13,3,,,0,
528,5,1,,,0,
529,5,3,,,1,544.0
530,11,2,,,1,781.5
531,3,3,1.0,CE,1,528.3
532,4,3,,,1,670.4
533,4,1,,,1,427.7
534,13,3,,,0,
535,4,3,,,1,427.6
536,4,1,,,1,445.5
537,12,2,,,1,623.8
538,8,3,,,1,558.6
539,3,1,1.0,PR,1,433.5
540,10,3,,,1,483.1
541,2,1,,,0,
542,1,1,,,1,477.6
543,3,2,1.0,MA,1,524.2
544,2,3,1.0,,1,514.0
545,1,3,,,1,556.5
546,4,5,1.0,,1,501.7
547,3,1,1.0,SP,1,701.3
548,14,1,,,0,
549,11,3,,,0,
550,6,1,,,1,400.0
551,11,3,,,0,
552,13,2,,,1,450.0
553,5,1,,,1,463.1
554,10,3,,,1,678.2
555,3,1,1.0,,1,414.1
556,5,2,,,1,355.9
557,10,3,,,1,566.7
558,5,3,,,1,492.3
559,3,1,1.0,RS,1,510.7
560,8,3,,,1,731.7
561,11,3,,,0,
562,6,2,,,0,
563,3,1,1.0,,1,647.2
564,7,3,,,0,
565,5,3,,,1,456.8
566,3,3,1.0,,1,485.1
567,5,3,,,0,
568,11,3,,,0,
569,5,0,1.0,BA,1,676.6
570,12,1,,,1,357.1
571,5,3,,,1,374.9
572,3,3,1.0,PA,1,609.8
573,3,1,1.0,RS,1,761.0
574,3,1,1.0,,1,729.1
575,4,3,1.0,PA,1,425.2
576,7,2,,,1,476.6
577,3,3,1.0,CE,1,683.8
578,7,2,,,1,490.9
579,11,1,,,0,
580,9,3,,,1,643.6
581,2,3,1.0,MT,0,
582,4,2,,,0,
583,5,3,,,1,616.4
584,3,1,1.0,,1,541.8
585,3,1,1.0,CE,1,764.0
586,9,1,,,0,
587,5,1,,,1,485.1
588,11,3,,,0,
589,9,3,,,1,355.6
590,4,1,1.0,,0,
591,11,3,,,1,523.2
592,14,3,,,1,482.1
593,11,3,,,0,
594,4,1,,,1,599.2
595,7,3,,,1,512.9
596,6,3,,,1,606.4
597,6,3,,,1,527.8
598,3,3,1.0,,1,409.8
599,9,3,,,0,
600,11,3,,,1,455.9
601,4,1,,,1,487.1
602,4,3,,,1,452.0
603,3,1,1.0,,0,
604,7,1,,,1,492.7
605,3,3,1.0,,1,473.7
606,2,1,1.0,SC,1,623.1
607,6,3,,,1,641.0
608,9,3,,,0,
609,6,3,,,0,
610,3,1,1.0,SP,0,
611,14,3,,,1,387.7
612,5,1,,,0,
613,8,1,,,1,518.9
614,11,2,,,1,737.5
615,8,1,,,1,815.4
616,11,1,,,1,551.0
617,3,1,1.0,,1,746.0
618,6,1,,,0,
619,7,0,,,0,
620,10,1,,,1,486.3
621,10,1,,,0,
622,14,3,,,1,471.1
623,7,2,,,0,
624,7,1,,,1,720.2
625,12,3,,,0,
626,3,1,1.0,SP,1,469.6
627,3,3,1.0,,1,421.2
628,2,1,1.0,,0,
629,4,3,,,0,
630,4,3,,,1,524.3
631,2,3,1.0,RJ,1,364.3
632,2,1,1.0,RS,1,614.8
633,11,3,,,0,
634,11,3,,,0,
635,1,3,,,0,
636,13,2,,,1,421.7
637,7,3,,,0,
638,18,2,,,1,371.6
639,3,3,1.0,,0,
640,12,3,,,0,
641,6,2,,,0,
642,3,3,1.0,SP,1,365.1
643,11,2,,,1,367.2
644,4,1,,,0,
645,5,1,,,1,586.1
646,3,1,,,1,813.2
647,3,3,1.0,,0,
648,8,2,,,0,
649,3,1,1.0,BA,1,767.7
650,13,3,,,0,
651,14,3,,,0,
652,3,2,1.0,RJ,1,491.5
653,12,3,,,1,488.6
654,4,0,,,1,651.6
655,9,1,,,1,441.5
656,3,3,,,1,339.2
657,9,2,,,1,648.7
658,1,1,1.0,CE,1,562.7
659,4,3,,,1,656.3
660,11,3,,,0,
661,3,3,,,1,610.7
662,3,1,1.0,,1,465.2
663,4,1,,,1,632.5
664,12,3,,,1,630.7
665,5,3,,,1,426.1
666,3,3,1.0,RS,1,458.3
667,9,3,,,1,565.5
668,1,3,,,1,525.0
669,4,3,,,0,
670,2,3,,,1,515.0
671,10,2,,,1,363.7
672,13,1,,,1,614.1
673,2,0,1.0,,0,
674,4,1,,,1,509.5
675,2,1,1.0,RJ,1,635.9
676,4,3,,,0,
677,5,3,1.0,,1,346.7
678,13,2,,,0,
679,5,1,,,1,627.9
680,3,2,1.0,,1,556.2
681,7,1,,,1,557.6
682,4,1,,,1,692.1
683,3,4,,,1,610.1
684,11,3,,,0,
685,3,2,,,1,496.2
686,5,4,,,0,
687,3,1,,,0,
688,7,3,,,1,475.9
689,3,2,,,0,
690,3,1,,,0,
691,3,1,1.0,,1,586.5
692,14,3,,,0,
693,3,3,1.0,,1,467.9
694,8,1,,,0,
695,11,3,,,0,
696,6,3,,,1,534.7
697,2,3,,,1,472.2
698,3,3,1.0,,1,569.6
699,4,3,,,1,625.0
700,5,2,,,1,670.0
701,7,1,,,1,849.9
702,4,3,,,1,367.4
703,12,1,,,0,
704,5,3,,,0,
705,3,3,1.0,,1,538.3
706,16,3,,,1,476.5
707,4,1,,,1,832.9
708,12,3,,,0,
709,9,2,,,1,540.0
710,3,3,1.0,,0,
711,16,1,,,1,444.6
712,4,3,,,1,869.3
713,4,3,,,1,475.5
714,7,1,,,1,504.6
715,13,1,,,0,
716,8,1,,,0,
717,3,1,1.0,,1,490.5
718,4,3,,,1,549.5
719,1,1,,,1,375.2
720,2,2,1.0,,1,583.9
721,8,3,,,0,
722,5,1,,,1,460.7
723,2,3,1.0,PE,1,567.8
724,3,2,1.0,,1,648.7
725,6,3,,,1,575.1
726,4,1,,,1,530.6
727,3,3,1.0,ES,1,681.1
728,4,3,,,0,
729,3,1,1.0,,1,540.7
730,12,2,,,1,712.9
731,4,3,,,1,617.3
732,4,1,1.0,RS,1,626.4
733,3,3,1.0,,1,412.8
734,3,3,,,1,608.8
735,4,3,,,1,551.7
736,7,4,,,1,585.3
737,7,3,,,0,
738,6,3,,,1,534.9
739,9,2,,,1,374.5
740,7,2,,,0,
741,3,3,,,0,
742,3,1,1.0,RJ,1,384.1
743,9,1,,,1,480.3
744,5,4,,,1,335.0
745,11,1,,SC,1,486.5
746,7,2,,,0,
747,2,3,1.0,,1,467.9
748,11,2,,,0,
749,4,2,1.0,BA,1,364.0
750,2,3,1.0,SP,1,632.6
751,3,3,1.0,CE,1,0.0
752,3,1,,,1,830.8
753,9,3,,,0,
754,4,3,,,1,580.2
755,12,3,,,0,
756,5,3,,,1,528.7
757,17,1,,,1,522.7
758,7,2,,,1,523.9
759,12,3,,,0,
760,4,3,,,0,
761,8,3,,,1,403.2
762,4,1,,,1,504.5
763,9,2,,,1,370.9
764,11,3,,,0,
765,3,2,1.0,,0,
766,5,3,,,0,
767,4,1,,,0,
768,5,3,,,0,
769,6,1,,,1,390.3
770,10,3,,,0,
771,3,3,,,1,588.8
772,2,1,1.0,SC,0,
773,4,3,,,0,
774,3,1,,,1,901.7
775,5,1,,,0,
776,10,3,,,0,
777,4,3,,,1,371.5
778,14,3,,,0,
779,10,3,,,1,555.3
780,4,1,,,0,
781,4,1,1.0,PB,1,469.1
782,5,1,,,1,678.7
783,11,1,,,1,498.7
784,13,1,,,0,
785,9,3,,,1,350.6
786,3,1,,,1,677.3
787,3,1,1.0,,1,511.4
788,7,1,,,0,
789,5,1,,,1,608.0
790,7,2,,,0,
791,12,3,,,1,601.7
792,7,1,,,0,
793,3,1,,,0,
794,4,2,,,1,481.0
795,2,1,1.0,PR,1,571.0
796,4,1,1.0,,1,620.6
797,6,3,,,0,
798,5,3,,,1,0.0
799,4,1,,,0,
800,5,3,,,1,401.4
801,11,3,,,1,467.9
802,3,3,,,1,561.2
803,4,2,1.0,CE,1,725.1
804,11,3,,,0,
805,8,3,,,1,502.8
806,1,2,,,0,
807,4,3,1.0,CE,1,359.3
808,12,3,,,1,414.8
809,16,2,,,1,365.9
810,11,3,,,0,
811,5,3,,,1,693.5
812,15,3,,,1,395.0
813,7,3,,,1,541.4
814,6,2,,,1,491.5
815,2,3,1.0,SP,1,737.3
816,13,1,,,1,553.2
817,3,1,1.0,,1,448.2
818,5,3,,,1,433.6
819,3,1,1.0,SP,1,666.0
820,12,2,,,0,
821,14,3,,,1,439.4
822,3,1,1.0,CE,1,689.5
823,3,3,1.0,,1,373.6
824,12,1,,,0,
825,3,1,,,1,511.2
826,4,1,,,1,346.3
827,3,1,1.0,RJ,1,701.3
828,4,2,,,1,553.4
829,3,2,1.0,,1,511.6
830,5,2,,,1,417.0
831,10,2,,,1,469.7
832,3,3,,,1,446.4
833,6,1,,,0,
834,3,3,,,1,442.8
835,2,1,1.0,PR,1,506.0
836,12,1,,,1,367.5
837,11,1,,,0,
838,7,1,,,0,
839,2,3,1.0,PE,1,382.6
840,11,3,,,1,553.0
841,7,3,,,1,389.5
842,5,3,,,0,
843,4,3,,,1,763.8
844,3,3,1.0,SP,1,669.2
845,5,3,1.0,CE,0,
846,4,3,1.0,,1,445.9
847,4,5,1.0,BA,0,
848,9,2,,,1,365.7
849,11,3,,,1,590.4
850,10,3,,,0,
851,4,1,,,0,
852,4,3,,,1,376.4
853,4,1,,,0,
854,13,3,,,1,566.0
855,13,3,,,1,606.1
856,3,1,,,1,509.9
857,2,1,1.0,SP,1,621.7
858,2,1,1.0,,1,542.9
859,3,3,1.0,MT,1,405.5
860,3,1,1.0,,1,638.6
861,4,3,,,1,593.3
862,6,3,,,1,641.9
863,13,3,,,0,
864,5,3,,,1,557.4
865,3,3,,,1,501.3
866,6,3,,,1,541.5
867,9,1,,,0,
868,5,3,,,1,462.2
869,3,1,1.0,,1,456.7
870,10,2,,,0,
871,2,3,1.0,PA,1,459.7
872,2,3,,,1,707.1
873,5,2,,,0,
874,2,3,1.0,,1,368.7
875,6,2,,,0,
876,13,3,,,0,
877,12,3,,,0,
878,3,3,1.0,MG,1,515.8
879,13,2,,,1,329.3
880,4,3,,,1,539.0
881,2,3,,,0,
882,5,3,,,0,
883,10,3,,,1,434.4
884,4,3,,,0,
885,3,3,1.0,SP,1,456.6
886,3,3,,,1,794.8
887,11,3,,,0,
888,3,2,,,1,409.8
889,11,3,,,1,581.0
890,7,2,,,1,433.6
891,2,3,,,1,463.4
892,11,1,,,0,
893,6,1,,,1,714.7
894,11,3,,,1,497.4
895,4,3,,,1,465.3
896,2,2,1.0,RJ,1,507.6
897,4,3,,,1,654.3
898,3,1,1.0,SP,1,624.9
899,4,3,,,1,360.6
900,11,3,,,0,
901,8,3,,,1,493.0
902,7,3,,,1,0.0
903,5,3,,,0,
904,11,2,,,0,
905,3,1,,,1,778.1
906,3,3,1.0,,0,
907,7,1,,,0,
908,5,3,,,1,393.0
909,7,1,,,0,
910,5,3,,,0,
911,3,1,,,1,459.1
912,5,2,1.0,,1,439.2
913,3,2,,,1,410.9
914,14,1,,,0,
915,3,1,,,0,
916,7,3,,,1,482.2
917,2,1,1.0,,1,685.7
918,3,1,1.0,,1,692.7
919,5,3,,,1,536.8
920,3,1,,,1,685.4
921,3,1,,,1,560.3
922,3,1,1.0,,1,488.2
923,4,1,,,1,476.6
924,6,1,,,1,590.2
925,10,2,,,0,
926,3,1,,,1,672.7
927,3,3,1.0,BA,0,
928,2,1,,,1,584.8
929,3,3,1.0,PA,1,520.5
930,2,1,1.0,,1,477.6
931,9,3,,,1,450.9
932,6,3,,,1,342.6
933,13,3,,,1,663.3
934,4,2,1.0,,1,348.3
935,2,1,1.0,,0,
936,7,3,,,0,
937,4,3,1.0,MS,1,388.5
938,11,3,,,1,589.2
939,7,3,,,1,527.6
940,4,3,,,0,
941,7,1,,,1,544.8
942,16,2,,,0,
943,7,3,,,1,397.4
944,3,1,1.0,,1,522.4
945,2,1,,,0,
946,4,2,,,1,379.2
947,11,1,,,1,468.3
948,12,1,,,0,
949,12,3,,,0,
950,7,3,,,0,
951,5,1,,,1,563.0
952,3,2,1.0,,1,597.1
953,3,1,1.0,SC,1,568.9
954,2,2,1.0,CE,1,605.6
955,4,3,,,1,419.6
956,3,3,1.0,,1,508.1
957,1,3,,,1,566.9
958,11,2,,,1,362.8
959,3,1,1.0,,1,497.2
960,12,3,,,0,
961,2,3,1.0,DF,1,654.4
962,7,1,,,1,597.2
963,11,1,,,1,410.6
964,4,3,1.0,RN,1,491.6
965,4,1,,,1,430.8
966,4,1,,,1,693.5
967,3,3,,,0,
968,2,3,1.0,MA,1,386.3
969,3,1,1.0,,1,635.5
970,12,3,,,1,392.0
971,3,1,1.0,,1,674.3
972,2,2,1.0,CE,1,653.9
973,4,3,,,0,
974,3,1,1.0,,1,548.3
975,3,1,1.0,DF,1,620.9
976,14,4,,,0,
977,5,2,,,1,429.1
978,5,3,,,1,415.3
979,3,2,1.0,SP,1,469.4
980,7,3,,,0,
981,13,1,,,0,
982,12,1,,,0,
983,4,3,,,0,
984,6,1,,,1,620.2
985,6,1,,,1,476.1
986,2,3,,,1,460.2
