,TP_FAIXA_ETARIA,TP_COR_RACA,TP_ENSINO,SG_UF_ESC,TP_PRESENCA_MT,NU_NOTA_MT
12680,2,1,1.0,,1.0,386.4
12681,3,3,1.0,GO,1.0,462.3
12682,3,3,1.0,RR,0.0,
12683,3,3,1.0,,1.0,473.0
12684,7,3,1.0,,0.0,
12685,14,1,1.0,,0.0,
12686,8,1,,,0.0,
12687,5,3,1.0,,1.0,480.9
12688,9,2,3.0,,1.0,486.0
12689,8,3,,,0.0,
12690,9,3,1.0,,1.0,457.9
12691,3,3,1.0,,1.0,456.0
12692,3,2,,,1.0,562.4
12693,4,3,1.0,MS,1.0,406.6
12694,2,3,1.0,GO,1.0,590.2
12695,15,2,1.0,,0.0,
12696,2,1,3.0,AM,1.0,561.3
12697,4,3,1.0,,1.0,579.6
12698,2,1,1.0,MG,1.0,721.1
12699,3,2,1.0,GO,1.0,567.9
12700,9,2,1.0,,0.0,
12701,4,1,,,1.0,446.3
12702,16,3,1.0,,1.0,704.8
12703,1,3,,,1.0,622.5
12704,1,1,,,1.0,538.0
12705,3,3,1.0,CE,1.0,485.2
12706,3,2,1.0,RJ,1.0,500.2
12707,3,3,1.0,,1.0,529.2
12708,2,3,,,1.0,379.0
12709,2,2,1.0,SP,1.0,460.7
12710,4,2,1.0,RJ,1.0,416.0
12711,11,2,1.0,,1.0,396.2
12712,4,1,1.0,,1.0,697.6
12713,4,2,1.0,,1.0,444.9
12714,2,3,,,1.0,554.4
12715,12,2,3.0,,1.0,404.8
12716,9,3,,,1.0,537.5
12717,4,2,3.0,MG,0.0,
12718,9,3,1.0,,0.0,
12719,8,3,1.0,,1.0,584.2
12720,11,3,1.0,MA,0.0,
12721,10,3,,,0.0,
12722,2,4,1.0,PR,1.0,580.8
12723,3,3,1.0,BA,1.0,471.7
12724,12,0,1.0,,0.0,
12725,17,3,,,0.0,
12726,3,3,1.0,,1.0,476.2
12727,1,3,,,1.0,616.5
12728,9,3,,,1.0,561.4
12729,4,3,1.0,,1.0,613.2
12730,3,1,,,0.0,
12731,3,3,1.0,SE,1.0,381.4
12732,4,3,1.0,BA,1.0,462.7
12733,5,3,,,1.0,663.1
12734,3,1,1.0,,1.0,466.6
12735,2,4,1.0,AL,1.0,387.1
12736,2,3,1.0,SP,1.0,457.5
12737,2,3,1.0,TO,1.0,430.7
12738,6,3,1.0,,1.0,579.3
12739,5,3,3.0,,1.0,556.1
12740,3,1,,,1.0,545.4
12741,14,2,1.0,,1.0,433.7
12742,5,1,1.0,,1.0,456.3
12743,1,3,1.0,MA,1.0,422.6
12744,2,1,1.0,PB,1.0,458.4
12745,4,3,1.0,,1.0,431.0
12746,1,1,,,1.0,468.3
12747,6,3,1.0,,1.0,514.1
12748,16,1,,,1.0,419.7
12749,16,1,3.0,,1.0,415.6
12750,3,3,1.0,PA,1.0,501.2
12751,6,3,,,1.0,403.4
12752,5,2,,,1.0,520.3
12753,3,3,1.0,,1.0,496.5
12754,15,3,1.0,,1.0,586.5
12755,11,1,,,1.0,574.3
12756,8,1,,,1.0,692.6
12757,3,1,1.0,CE,1.0,585.9
12758,7,3,1.0,,1.0,424.9
12759,1,1,,,1.0,422.8
12760,6,3,1.0,,1.0,432.4
12761,5,1,,,1.0,752.3
12762,2,1,1.0,SP,1.0,787.0
12763,1,3,,,1.0,494.1
12764,9,1,1.0,,0.0,
12765,7,3,1.0,,1.0,474.8
12766,9,1,1.0,,0.0,
12767,2,3,1.0,BA,0.0,
12768,2,4,3.0,MA,1.0,649.9
12769,2,1,,,1.0,562.5
12770,2,1,1.0,MG,1.0,437.4
12771,8,3,,,0.0,
12772,3,3,3.0,,1.0,418.6
12773,11,3,3.0,,0.0,
12774,12,3,1.0,,1.0,666.6
12775,10,0,1.0,,0.0,
12776,2,0,1.0,GO,1.0,770.7
12777,4,1,1.0,,1.0,450.5
12778,6,4,1.0,,1.0,524.4
12779,3,1,1.0,CE,1.0,533.8
12780,7,3,1.0,,1.0,585.3
12781,9,3,1.0,,0.0,
12782,2,3,1.0,RJ,1.0,591.1
12783,2,0,1.0,GO,1.0,628.6
12784,4,1,,,1.0,528.7
12785,3,3,1.0,SP,1.0,428.7
12786,11,3,,,0.0,
12787,7,1,1.0,,1.0,461.5
12788,10,3,3.0,,1.0,393.5
12789,3,3,1.0,GO,1.0,428.3
12790,12,3,1.0,,1.0,454.3
12791,2,2,1.0,SP,1.0,476.7
12792,3,3,1.0,,1.0,631.8
12793,4,1,1.0,,1.0,546.9
12794,1,1,,,1.0,705.5
12795,1,3,,,0.0,
12796,2,1,1.0,SP,1.0,525.9
12797,1,1,,,1.0,594.5
12798,2,1,1.0,SP,1.0,510.1
12799,6,1,,,1.0,460.6
12800,7,1,1.0,,1.0,642.7
12801,6,2,,,1.0,414.7
12802,2,1,,,1.0,438.8
12803,7,1,1.0,,1.0,499.6
12804,11,2,3.0,,0.0,
12805,3,1,1.0,MA,1.0,513.5
12806,3,3,1.0,,1.0,429.8
12807,3,3,3.0,BA,0.0,
12808,13,3,3.0,,1.0,393.8
12809,4,1,,,0.0,
12810,4,1,1.0,RS,1.0,388.3
12811,3,3,1.0,PR,0.0,
12812,3,1,,,1.0,568.0
12813,9,1,,,0.0,
12814,9,3,1.0,,1.0,658.8
12815,3,3,,,1.0,384.5
12816,6,3,1.0,,1.0,445.8
12817,15,1,3.0,RS,0.0,
12818,2,3,1.0,,0.0,
12819,4,3,,,1.0,444.9
12820,11,1,,,1.0,442.7
12821,2,1,1.0,SP,0.0,
12822,3,1,1.0,,1.0,647.1
12823,3,2,1.0,,1.0,457.9
12824,3,1,1.0,PR,1.0,836.0
12825,2,1,1.0,AL,1.0,648.9
12826,8,1,1.0,,1.0,754.0
12827,11,2,,,1.0,705.5
12828,10,0,1.0,,0.0,
12829,5,3,1.0,,0.0,
12830,11,3,1.0,,0.0,
12831,4,2,1.0,,1.0,455.9
12832,2,1,,,1.0,477.1
12833,11,3,1.0,,0.0,
12834,5,3,1.0,,1.0,447.2
12835,6,2,1.0,,1.0,447.3
12836,2,1,1.0,SC,1.0,593.6
12837,4,3,,,1.0,559.7
12838,4,3,1.0,,0.0,
12839,4,3,1.0,PB,1.0,429.6
12840,3,3,1.0,,0.0,
12841,3,3,3.0,BA,1.0,419.8
12842,3,3,1.0,MA,1.0,686.0
12843,2,3,1.0,SP,1.0,580.1
12844,2,3,1.0,MG,1.0,635.5
12845,3,1,1.0,SP,1.0,765.2
12846,2,3,1.0,PE,1.0,461.8
12847,2,3,1.0,MA,1.0,505.5
12848,2,3,1.0,MG,1.0,494.8
12849,17,2,3.0,,0.0,
12850,9,2,1.0,,0.0,
12851,16,3,,,1.0,519.7
12852,4,3,1.0,,1.0,470.6
12853,3,3,1.0,PA,1.0,477.3
12854,4,1,1.0,,1.0,558.3
12855,3,0,,,1.0,397.8
12856,7,3,1.0,,1.0,458.6
12857,2,1,,,1.0,672.2
12858,11,3,1.0,,1.0,538.3
12859,2,3,,,1.0,537.9
12860,11,3,1.0,,0.0,
12861,3,1,,,0.0,
12862,11,2,,,1.0,460.4
12863,5,2,,,1.0,506.5
12864,7,3,,,1.0,484.1
12865,7,2,1.0,,1.0,588.6
12866,2,3,1.0,RN,1.0,558.8
12867,6,1,,,0.0,
12868,3,3,,,1.0,422.3
12869,13,3,1.0,,0.0,
12870,7,2,1.0,,0.0,
12871,3,3,3.0,,1.0,507.0
12872,7,3,1.0,,1.0,429.6
12873,6,2,1.0,,1.0,574.9
12874,3,1,1.0,SP,1.0,476.1
12875,4,3,1.0,,1.0,595.5
12876,11,1,1.0,,0.0,
12877,7,1,,,0.0,
12878,1,1,,,1.0,656.1
12879,8,3,1.0,,1.0,617.6
12880,11,3,,,1.0,441.8
12881,3,3,,,1.0,468.0
12882,11,2,1.0,,1.0,518.7
12883,4,3,1.0,,1.0,415.6
12884,5,3,1.0,,1.0,578.1
12885,15,3,3.0,,1.0,663.7
12886,1,3,,,1.0,629.7
12887,6,3,,,1.0,787.8
12888,13,3,1.0,,0.0,
12889,3,3,1.0,RO,1.0,416.4
12890,4,1,1.0,,1.0,488.9
12891,12,3,1.0,,1.0,543.6
12892,7,3,1.0,,0.0,
12893,4,3,1.0,AL,1.0,530.8
12894,7,1,,,1.0,690.4
12895,7,3,1.0,,1.0,552.2
12896,2,1,,,1.0,651.4
12897,2,3,1.0,MG,1.0,429.9
12898,2,3,3.0,SP,1.0,394.1
12899,4,2,1.0,,0.0,
12900,5,3,,,1.0,435.9
12901,7,2,,,1.0,803.6
12902,3,1,1.0,MG,1.0,617.3
12903,6,1,1.0,,1.0,553.2
12904,1,0,,,1.0,732.3
12905,11,1,1.0,,1.0,575.5
12906,4,1,1.0,,1.0,635.9
12907,5,3,,,1.0,721.9
12908,1,1,,,1.0,454.0
12909,2,5,1.0,SP,1.0,649.9
12910,4,3,1.0,RO,1.0,444.4
12911,4,3,1.0,CE,0.0,
12912,3,2,1.0,SP,0.0,
12913,5,3,3.0,RJ,0.0,
12914,11,3,3.0,,0.0,
12915,6,2,1.0,,0.0,
12916,11,3,1.0,,1.0,482.9
12917,5,3,,,1.0,597.5
12918,5,2,1.0,,1.0,548.7
12919,9,3,3.0,AP,0.0,
12920,2,2,,,1.0,432.6
12921,11,4,1.0,,0.0,
12922,4,3,,,0.0,
12923,1,1,,,1.0,560.7
12924,7,3,,,0.0,
12925,5,3,1.0,,1.0,527.7
12926,4,1,1.0,,0.0,
12927,2,3,1.0,BA,1.0,545.3
12928,3,1,1.0,CE,1.0,597.0
12929,6,1,1.0,,0.0,
12930,2,3,1.0,CE,1.0,509.7
12931,7,3,,,0.0,
12932,2,1,,,1.0,692.2
12933,6,1,,,1.0,669.9
12934,3,1,1.0,BA,1.0,474.0
12935,4,3,,,1.0,433.3
12936,3,2,1.0,RJ,0.0,
12937,12,3,1.0,,1.0,437.9
12938,5,3,3.0,MG,0.0,
12939,2,3,1.0,MG,0.0,
12940,9,1,1.0,,1.0,612.2
12941,13,1,3.0,,1.0,399.5
12942,7,3,1.0,,1.0,494.7
12943,11,3,1.0,,1.0,416.6
12944,8,1,,,1.0,701.8
12945,11,3,1.0,,0.0,
12946,3,1,,,1.0,461.6
12947,5,3,1.0,,1.0,481.4
12948,2,3,1.0,DF,1.0,479.3
12949,2,1,1.0,MA,1.0,638.6
12950,1,3,1.0,PA,1.0,547.4
12951,8,1,1.0,,0.0,
12952,11,1,1.0,,1.0,422.1
12953,3,3,1.0,,1.0,571.3
12954,2,3,,,1.0,534.1
12955,2,1,1.0,SC,1.0,478.8
12956,11,3,1.0,,1.0,546.7
12957,3,4,,,1.0,515.4
12958,3,3,1.0,AM,1.0,400.5
12959,1,1,1.0,DF,1.0,457.4
12960,6,1,,,1.0,641.9
12961,9,1,,,1.0,702.9
12962,8,3,1.0,,1.0,473.7
12963,4,1,1.0,,1.0,600.0
12964,7,1,,,0.0,
12965,1,2,,,1.0,587.3
12966,1,1,,,1.0,513.2
12967,3,3,1.0,PE,1.0,469.5
12968,8,1,1.0,,1.0,649.1
12969,13,3,1.0,,0.0,
12970,3,3,,,0.0,
12971,2,1,,,1.0,516.4
12972,2,1,1.0,SP,0.0,
12973,2,1,,,1.0,674.4
12974,5,3,1.0,PB,1.0,564.6
12975,13,3,1.0,,1.0,403.4
12976,6,3,1.0,,1.0,466.3
12977,4,3,,,1.0,634.4
12978,3,1,1.0,,1.0,538.6
12979,3,2,1.0,MG,1.0,699.1
12980,3,3,1.0,RJ,1.0,703.0
12981,3,1,1.0,MG,1.0,739.6
12982,2,1,1.0,MG,1.0,490.6
12983,4,1,,,1.0,674.7
12984,2,1,1.0,AM,1.0,707.2
12985,2,1,1.0,MG,1.0,679.1
12986,2,1,1.0,BA,1.0,464.9
12987,2,1,1.0,MG,1.0,723.0
12988,3,3,1.0,,1.0,662.2
12989,6,0,,,0.0,
12990,2,1,1.0,PE,1.0,540.1
12991,2,4,,,0.0,
12992,5,1,1.0,,0.0,
12993,4,3,,,1.0,559.6
12994,3,3,1.0,SP,1.0,561.4
12995,8,0,,,1.0,547.3
12996,7,2,1.0,,1.0,417.9
12997,3,3,1.0,MA,1.0,664.9
12998,12,2,1.0,,1.0,482.2
12999,2,1,1.0,MS,1.0,607.6
13000,12,3,1.0,,0.0,
13001,3,1,,,1.0,775.7
13002,4,1,1.0,,1.0,430.0
13003,1,1,,,1.0,560.5
13004,3,3,,,1.0,551.8
13005,3,3,1.0,PA,1.0,641.6
13006,7,3,1.0,,1.0,570.8
13007,4,0,1.0,,1.0,384.2
13008,2,3,1.0,MA,1.0,715.6
13009,3,1,1.0,,1.0,470.2
13010,4,1,,,1.0,823.1
13011,4,1,,,1.0,387.5
13012,11,3,,,1.0,487.9
13013,2,1,,,1.0,608.1
13014,2,3,1.0,CE,1.0,555.9
13015,2,3,1.0,,1.0,500.1
13016,8,3,1.0,,1.0,726.4
13017,4,3,1.0,BA,1.0,384.8
13018,4,1,1.0,,1.0,766.0
13019,4,1,1.0,,1.0,388.5
13020,3,1,1.0,,1.0,522.5
13021,3,1,,,1.0,453.1
13022,3,1,1.0,SP,1.0,445.5
13023,3,1,1.0,SP,0.0,
13024,6,3,1.0,,1.0,494.8
13025,3,3,1.0,SP,1.0,804.3
13026,7,3,1.0,,1.0,433.0
13027,9,1,1.0,,1.0,461.6
13028,3,3,,,0.0,
13029,11,1,,,1.0,407.2
13030,5,2,,,1.0,439.3
13031,3,1,,,1.0,474.9
13032,6,3,1.0,,0.0,
13033,3,3,,,1.0,441.7
13034,1,3,,,1.0,440.4
13035,3,2,1.0,,0.0,
13036,5,5,1.0,PR,1.0,443.5
13037,13,1,3.0,,1.0,433.8
13038,8,3,,,1.0,410.8
13039,2,1,,,1.0,388.1
13040,2,2,1.0,,1.0,481.9
13041,11,4,3.0,,0.0,
13042,1,1,,,1.0,678.9
13043,3,1,1.0,,1.0,493.5
13044,8,3,1.0,,0.0,
13045,3,3,1.0,,0.0,
13046,2,5,1.0,CE,1.0,584.2
13047,4,3,,,0.0,
13048,6,3,,,1.0,380.7
13049,1,1,,,1.0,510.1
13050,4,1,1.0,RJ,1.0,400.6
13051,1,1,,,1.0,678.2
13052,4,4,1.0,GO,0.0,
13053,6,3,1.0,,0.0,
13054,2,1,1.0,PR,1.0,629.8
13055,11,1,3.0,,0.0,
13056,3,0,1.0,RJ,1.0,435.3
13057,12,3,1.0,,1.0,406.0
13058,12,2,1.0,,1.0,470.5
13059,3,3,1.0,,1.0,404.9
13060,4,3,1.0,,1.0,458.5
13061,7,3,,,1.0,468.9
13062,3,3,1.0,PB,1.0,446.4
13063,7,3,1.0,,1.0,422.9
13064,2,1,,,1.0,576.9
13065,1,1,,,0.0,
13066,3,3,1.0,,1.0,393.0
13067,2,3,1.0,RJ,1.0,612.9
13068,3,2,1.0,BA,1.0,494.7
13069,2,3,1.0,MG,1.0,600.9
13070,4,4,,,1.0,454.2
13071,3,2,,,1.0,512.9
13072,10,1,,,0.0,
13073,1,0,,,0.0,
13074,3,3,1.0,SP,0.0,
13075,6,1,1.0,RN,1.0,564.5
13076,2,3,,,1.0,504.3
13077,9,3,1.0,,1.0,524.1
13078,9,1,,,0.0,
13079,15,3,,,0.0,
13080,3,1,1.0,,1.0,480.3
13081,1,3,,,1.0,473.8
13082,11,2,1.0,,1.0,490.1
13083,5,3,1.0,,1.0,521.0
13084,3,3,1.0,,1.0,673.9
13085,4,3,1.0,,1.0,441.0
13086,5,2,1.0,BA,1.0,571.6
13087,4,4,1.0,,1.0,394.0
13088,8,1,,,0.0,
13089,4,3,1.0,,1.0,382.7
13090,5,2,1.0,,1.0,555.5
13091,1,1,,,1.0,524.5
13092,6,0,,,1.0,427.4
13093,3,3,1.0,,1.0,444.5
13094,2,3,,,1.0,460.0
13095,4,1,3.0,ES,0.0,
13096,3,3,1.0,CE,1.0,423.8
13097,3,3,,,0.0,
13098,4,4,3.0,,1.0,536.6
13099,2,2,1.0,CE,1.0,408.9
13100,5,3,1.0,,1.0,406.1
13101,4,2,,,1.0,500.6
13102,12,3,1.0,,1.0,534.9
13103,3,1,1.0,,1.0,564.9
13104,6,2,,,0.0,
13105,9,2,1.0,,1.0,529.7
13106,2,2,1.0,SE,1.0,495.9
13107,3,3,1.0,SP,1.0,475.0
13108,8,1,1.0,,1.0,545.0
13109,3,3,1.0,MG,1.0,520.6
13110,13,1,3.0,MG,0.0,
13111,2,1,1.0,SP,0.0,
13112,2,3,1.0,PR,0.0,
13113,7,2,,,1.0,716.0
13114,7,1,1.0,,1.0,540.8
13115,5,3,1.0,,1.0,536.8
13116,3,3,1.0,AL,0.0,
13117,3,1,1.0,PR,1.0,502.7
13118,2,1,1.0,PB,1.0,411.7
13119,5,3,1.0,,1.0,710.7
13120,3,3,,,0.0,
13121,2,1,,,1.0,700.2
13122,3,1,1.0,PR,1.0,484.9
13123,2,3,,,1.0,701.9
13124,3,2,1.0,BA,1.0,513.1
13125,4,3,1.0,,1.0,418.3
13126,3,1,1.0,PA,1.0,472.7
13127,3,0,,,2.0,
13128,2,1,1.0,SP,1.0,503.0
13129,5,2,1.0,RJ,1.0,458.4
13130,12,1,,,1.0,519.1
13131,7,1,,,1.0,453.1
13132,12,3,1.0,,1.0,631.4
13133,12,3,1.0,,1.0,435.4
13134,12,2,1.0,,1.0,502.6
13135,4,1,1.0,PB,1.0,536.6
13136,2,1,1.0,PR,1.0,489.6
13137,3,3,,,1.0,381.0
13138,12,3,1.0,,0.0,
13139,1,3,1.0,PI,1.0,454.0
13140,5,1,1.0,,1.0,459.5
13141,2,1,1.0,GO,0.0,
13142,5,2,1.0,,1.0,476.0
13143,3,2,1.0,,1.0,385.5
13144,11,1,1.0,,1.0,493.5
13145,3,3,1.0,GO,1.0,517.0
13146,8,1,,,1.0,467.4
13147,3,1,1.0,SC,1.0,430.1
13148,11,3,1.0,,1.0,508.9
13149,10,1,1.0,,1.0,488.5
13150,5,3,1.0,CE,0.0,
13151,3,3,1.0,MG,0.0,
13152,14,3,1.0,,1.0,398.1
13153,3,1,2.0,SE,0.0,
13154,15,3,,,1.0,517.1
13155,2,2,1.0,DF,1.0,536.4
13156,5,1,,,1.0,633.2
13157,12,1,1.0,,1.0,589.0
13158,5,3,,,0.0,
13159,4,3,1.0,,1.0,625.8
13160,3,1,1.0,,1.0,532.1
13161,5,1,,,1.0,422.5
13162,3,2,1.0,MG,1.0,644.4
13163,7,1,1.0,,1.0,605.4
13164,5,3,1.0,,1.0,406.5
13165,3,2,1.0,,1.0,421.1
13166,5,1,1.0,,1.0,435.8
13167,3,3,1.0,DF,1.0,376.1
13168,12,3,,,1.0,527.5
13169,11,3,3.0,CE,0.0,
13170,9,3,3.0,,1.0,425.8
13171,6,3,,,0.0,
13172,9,3,1.0,,1.0,457.1
13173,2,1,1.0,BA,1.0,626.6
13174,4,3,1.0,AC,1.0,450.1
13175,2,3,1.0,CE,1.0,641.3
13176,6,3,1.0,,1.0,389.1
13177,3,3,1.0,,1.0,438.7
13178,2,3,1.0,MG,1.0,578.4
13179,4,3,1.0,CE,1.0,416.7
13180,9,3,1.0,,1.0,553.2
13181,3,1,1.0,DF,1.0,462.2
13182,1,3,,,1.0,513.8
13183,8,1,,,1.0,795.8
13184,2,3,,,1.0,583.3
13185,12,3,,,1.0,463.9
13186,11,2,1.0,,1.0,461.9
13187,8,3,,,1.0,436.7
13188,3,1,1.0,,1.0,400.0
13189,2,3,1.0,MG,1.0,601.3
13190,3,3,1.0,PA,1.0,694.5
13191,3,3,1.0,TO,0.0,
13192,4,2,1.0,,1.0,437.5
13193,3,3,1.0,,1.0,745.4
13194,3,3,1.0,CE,1.0,484.4
13195,12,3,1.0,,1.0,495.0
13196,4,3,,,1.0,436.3
13197,6,1,1.0,GO,0.0,
13198,4,2,1.0,BA,1.0,539.9
13199,4,1,,,1.0,509.7
13200,2,1,1.0,PR,1.0,681.2
13201,10,2,3.0,,0.0,
13202,2,1,,,1.0,449.2
13203,3,2,1.0,CE,1.0,713.2
13204,2,1,1.0,PR,1.0,635.8
13205,3,1,1.0,,1.0,533.2
13206,4,3,1.0,,0.0,
13207,2,4,,,1.0,579.7
13208,2,1,3.0,PB,1.0,471.0
13209,5,1,,,1.0,615.8
13210,3,1,1.0,SC,1.0,496.5
13211,5,3,1.0,,1.0,433.9
13212,12,3,1.0,,1.0,492.2
13213,4,1,1.0,,0.0,
13214,16,1,,,1.0,630.5
13215,4,3,1.0,AM,1.0,413.5
13216,4,3,,,1.0,486.3
13217,1,3,,,1.0,600.5
13218,8,2,1.0,,1.0,625.3
13219,3,1,,,1.0,440.1
13220,3,1,1.0,,1.0,608.7
13221,4,3,1.0,,1.0,425.5
13222,5,1,,,1.0,623.6
13223,7,2,3.0,,1.0,523.1
13224,3,5,1.0,PE,1.0,412.1
13225,1,1,,,1.0,546.0
13226,11,1,3.0,,1.0,553.2
13227,2,1,1.0,MT,0.0,
13228,4,1,1.0,MS,1.0,441.7
13229,3,1,1.0,,1.0,519.3
13230,3,3,1.0,PB,1.0,695.8
13231,2,1,,,1.0,750.0
13232,1,3,,,1.0,699.4
13233,3,3,,,1.0,430.6
13234,1,3,,,1.0,519.6
13235,12,1,1.0,,1.0,463.5
13236,2,2,1.0,SP,1.0,677.6
13237,2,3,1.0,GO,1.0,512.1
13238,3,3,,,1.0,436.8
13239,11,1,,,1.0,428.9
13240,3,3,1.0,,1.0,416.4
13241,3,3,1.0,GO,1.0,497.3
13242,7,0,1.0,,1.0,661.4
13243,2,3,3.0,PB,0.0,
13244,6,3,1.0,,0.0,
13245,6,1,,,1.0,678.6
13246,3,1,1.0,DF,1.0,530.0
13247,4,3,1.0,,1.0,500.9
13248,4,3,1.0,,1.0,522.9
13249,5,3,1.0,,0.0,
13250,2,3,1.0,AL,1.0,464.4
13251,9,1,3.0,,0.0,
13252,11,3,1.0,,0.0,
13253,2,3,1.0,CE,1.0,429.7
13254,12,3,,,1.0,430.4
13255,12,2,3.0,,0.0,
13256,3,3,1.0,GO,1.0,632.6
13257,8,3,1.0,PB,0.0,
13258,3,3,1.0,CE,1.0,670.0
13259,5,1,,,1.0,489.5
13260,3,3,1.0,CE,1.0,464.6
13261,9,3,1.0,,1.0,598.2
13262,7,3,1.0,,1.0,376.0
13263,2,1,,,1.0,676.2
13264,1,3,,,1.0,472.1
13265,3,1,1.0,SP,1.0,695.0
13266,12,3,1.0,,0.0,
13267,2,3,1.0,PA,1.0,474.5
13268,2,1,,,1.0,505.6
13269,8,4,1.0,,1.0,607.8
13270,3,2,1.0,,1.0,381.8
13271,7,1,1.0,,0.0,
13272,2,3,1.0,,1.0,459.5
13273,11,3,1.0,,1.0,623.3
13274,2,3,1.0,CE,1.0,607.8
13275,2,3,1.0,GO,1.0,700.1
13276,4,3,1.0,TO,1.0,413.4
13277,5,3,1.0,PA,1.0,387.4
13278,11,3,,,1.0,453.3
13279,2,3,1.0,MG,1.0,500.4
13280,9,1,1.0,,1.0,431.6
13281,4,4,1.0,,1.0,520.7
13282,5,3,,,1.0,760.7
13283,12,3,1.0,,1.0,482.9
13284,3,2,3.0,SP,1.0,475.0
13285,2,1,1.0,PR,1.0,522.3
13286,1,3,1.0,PA,1.0,548.6
13287,4,3,1.0,CE,1.0,493.2
13288,11,1,1.0,,0.0,
13289,3,1,1.0,,1.0,500.4
13290,7,5,1.0,,0.0,
13291,3,2,1.0,PE,1.0,579.0
13292,2,3,1.0,BA,1.0,460.0
13293,5,3,1.0,,0.0,
13294,11,1,,,1.0,485.8
13295,2,3,1.0,PA,1.0,647.3
13296,3,3,,,1.0,774.8
13297,3,3,,,1.0,494.3
13298,5,0,3.0,AM,0.0,
13299,11,3,1.0,,1.0,529.5
13300,3,1,1.0,RS,1.0,495.2
13301,2,1,1.0,MG,1.0,734.9
13302,4,3,1.0,,1.0,400.2
13303,2,3,1.0,PA,1.0,675.0
13304,12,0,3.0,,0.0,
13305,4,1,1.0,,1.0,736.0
13306,6,1,,,0.0,
13307,5,2,1.0,,0.0,
13308,5,4,1.0,CE,1.0,399.0
13309,7,3,,,1.0,661.3
13310,3,1,1.0,MG,1.0,447.0
13311,1,1,,,1.0,498.9
13312,3,3,1.0,MS,1.0,394.6
13313,6,3,3.0,,1.0,454.6
13314,3,3,,,1.0,498.2
13315,2,1,1.0,SP,1.0,539.3
13316,5,1,1.0,PR,1.0,440.2
13317,5,3,1.0,,1.0,381.8
13318,2,1,1.0,SP,1.0,723.4
13319,3,1,1.0,PR,0.0,
13320,6,2,1.0,,1.0,481.3
13321,12,3,,,0.0,
13322,14,3,1.0,,0.0,
13323,8,3,1.0,,0.0,
13324,2,3,1.0,,1.0,376.5
13325,5,2,1.0,,1.0,440.2
13326,3,4,1.0,SP,1.0,563.7
13327,3,1,1.0,,1.0,599.3
13328,2,1,3.0,PR,1.0,401.6
13329,3,3,1.0,SC,1.0,475.0
13330,4,3,,,0.0,
13331,8,3,1.0,,0.0,
13332,3,3,1.0,MG,1.0,476.3
13333,1,3,,,0.0,
13334,2,3,,,0.0,
13335,10,3,1.0,,1.0,563.5
13336,9,3,3.0,,1.0,610.8
13337,2,0,,,1.0,547.2
13338,3,0,,,1.0,588.0
13339,10,3,1.0,,1.0,378.2
13340,3,1,1.0,PB,1.0,719.9
13341,2,1,1.0,SP,1.0,516.7
13342,2,3,1.0,CE,1.0,452.5
13343,2,1,1.0,DF,0.0,
13344,5,3,,,1.0,450.6
13345,3,2,1.0,BA,1.0,491.2
13346,3,3,1.0,CE,0.0,
13347,14,3,1.0,,1.0,591.6
13348,2,1,1.0,SP,1.0,674.5
13349,2,1,,,1.0,572.4
13350,9,1,,,1.0,504.6
13351,6,2,,,0.0,
13352,4,1,1.0,RS,1.0,435.0
13353,6,1,,,1.0,463.4
13354,1,1,,,1.0,430.4
13355,3,2,1.0,PR,1.0,664.5
13356,1,1,,,1.0,487.2
13357,2,1,,,1.0,472.3
13358,2,3,1.0,SP,1.0,455.8
13359,7,3,,,1.0,490.8
13360,2,2,3.0,SP,0.0,
13361,9,3,1.0,,1.0,456.5
13362,11,3,1.0,,1.0,415.3
13363,2,3,1.0,PR,1.0,509.0
13364,1,3,1.0,GO,1.0,641.6
13365,8,3,1.0,,1.0,405.4
13366,13,2,3.0,,1.0,452.9
13367,12,3,,,0.0,
13368,15,3,1.0,,0.0,
13369,3,3,1.0,MG,1.0,655.9
13370,2,3,1.0,,1.0,476.5
13371,11,3,1.0,,1.0,560.5
13372,3,3,1.0,GO,1.0,471.0
13373,2,2,,,1.0,517.0
13374,8,1,3.0,RS,0.0,
13375,3,3,,,0.0,
13376,5,1,1.0,,1.0,690.5
13377,2,3,3.0,,0.0,
13378,8,1,1.0,,0.0,
13379,15,1,,,0.0,
13380,3,3,1.0,RJ,1.0,603.9
13381,3,3,1.0,PE,1.0,549.2
13382,2,1,1.0,SP,1.0,479.7
13383,2,2,1.0,RJ,1.0,398.3
13384,3,3,1.0,,1.0,575.7
13385,4,3,1.0,PA,1.0,485.6
13386,12,1,,,0.0,
13387,14,2,1.0,,1.0,416.7
13388,2,1,1.0,,1.0,410.6
13389,2,1,,,1.0,800.2
13390,3,4,1.0,PI,1.0,509.7
13391,8,2,1.0,,0.0,
13392,7,3,1.0,,0.0,
13393,4,3,,,1.0,461.8
13394,14,3,3.0,,1.0,452.1
13395,9,4,1.0,,0.0,
13396,3,1,1.0,,0.0,
13397,3,1,1.0,MG,1.0,732.7
13398,11,1,1.0,,1.0,527.3
13399,12,3,1.0,,0.0,
13400,3,3,1.0,PR,1.0,498.0
13401,14,2,1.0,,1.0,515.8
13402,2,1,1.0,RO,1.0,458.1
13403,11,1,,,0.0,
13404,2,1,1.0,PR,1.0,493.5
13405,15,1,1.0,,1.0,550.0
13406,7,0,1.0,,1.0,469.4
