,TP_FAIXA_ETARIA,TP_COR_RACA,TP_ENSINO,SG_UF_ESC,TP_PRESENCA_MT,NU_NOTA_MT
155,10,4,,,1,583.6
156,3,4,,,0,
157,7,2,,,1,430.3
158,14,1,,,1,483.7
159,5,1,,,1,627.2
160,4,2,1.0,RJ,1,659.8
161,5,3,,,1,406.4
162,7,3,,,0,
163,8,3,,,0,
164,3,2,,,0,
165,8,3,,,0,
166,3,2,,,1,622.3
167,3,1,,,1,610.7
168,4,3,,,1,667.2
169,2,1,1.0,SP,1,459.1
170,3,2,,,1,420.9
171,4,2,1.0,,1,485.2
172,11,2,,,0,
173,9,3,,,0,
174,2,1,1.0,,1,409.7
175,3,1,1.0,,0,
176,3,3,1.0,ES,1,600.3
177,2,3,,,1,752.7
178,2,3,1.0,,1,561.4
179,4,2,1.0,CE,1,424.8
180,3,1,1.0,,1,398.4
181,5,4,,,0,
182,5,1,,,1,660.9
183,2,3,1.0,PE,1,626.7
184,7,2,,,1,528.1
185,5,2,,,1,425.7
186,5,1,,,1,500.2
187,5,2,,,1,417.6
188,9,1,,,1,457.6
189,7,3,,,0,
190,2,3,,,1,589.4
191,2,1,1.0,MG,1,655.0
192,4,1,,,0,
193,3,1,1.0,CE,1,744.9
194,1,1,,,0,
195,3,2,1.0,RN,1,503.4
196,3,3,1.0,CE,1,448.6
197,11,3,,,1,486.2
198,3,5,,,1,446.8
199,11,3,,,0,
200,6,1,,,1,542.9
201,6,1,,,1,691.7
202,11,2,,,0,
203,11,2,,,0,
204,6,1,,,1,517.8
205,3,3,1.0,MA,0,
206,11,0,,PI,1,521.6
207,12,4,,,1,503.2
208,7,1,,,1,410.8
209,3,1,1.0,,1,506.5
210,5,3,,,0,
211,14,3,,,0,
212,3,1,1.0,RS,1,386.3
213,3,3,1.0,,1,384.6
214,3,1,1.0,GO,1,694.3
215,5,1,,,1,405.0
216,4,2,1.0,,0,
217,2,3,1.0,AM,1,584.2
218,4,3,,,1,553.9
219,2,3,1.0,PR,1,636.2
220,4,1,,,1,639.8
221,4,2,1.0,,0,
222,3,3,1.0,ES,1,619.4
223,3,2,1.0,,1,527.5
224,3,3,1.0,,1,546.4
225,11,3,,,1,617.7
226,11,2,,,1,428.7
227,2,1,,,1,418.7
228,3,3,,,1,508.5
229,2,3,1.0,,1,461.0
230,1,1,,,0,
231,3,3,,,1,447.0
232,3,3,1.0,GO,1,479.9
233,3,1,1.0,,1,444.0
234,3,0,1.0,,1,500.6
235,3,4,,,1,571.5
236,9,2,,,0,
237,2,1,1.0,,1,444.4
238,13,3,,,1,559.2
239,5,3,,,1,394.6
240,2,3,1.0,SP,1,425.8
241,2,1,1.0,,1,502.9
242,3,1,,SP,1,521.3
243,3,1,1.0,GO,1,516.3
244,4,1,,,1,724.1
245,11,2,1.0,,0,
246,12,2,,,0,
247,3,1,1.0,AL,1,418.3
248,11,3,,,1,479.1
249,3,3,1.0,,1,776.5
250,2,3,1.0,PE,1,631.6
251,2,4,,,1,527.1
252,3,2,1.0,PR,1,497.8
253,3,3,1.0,CE,1,734.5
254,16,1,,,1,525.7
255,8,1,,,1,670.4
256,7,3,,,0,
257,3,3,1.0,,1,619.9
258,2,3,1.0,,1,511.0
259,6,4,,,0,
260,6,3,,,1,382.9
261,6,3,,,0,
262,3,1,1.0,CE,1,490.9
263,3,3,,,1,434.6
264,4,1,,,0,
265,4,3,,,1,425.7
266,2,3,1.0,MT,0,
267,3,3,,,1,493.0
268,3,3,,,0,
269,8,3,,,0,
270,12,1,,,0,
271,2,1,1.0,SC,1,541.2
272,5,3,,,1,484.6
273,3,3,,,1,404.7
274,2,3,1.0,GO,0,
275,2,1,,,1,483.6
276,4,0,,,0,
277,2,3,,,1,377.6
278,1,3,,,0,
279,4,3,,,1,442.7
280,9,1,,,0,
281,4,2,,,1,525.7
282,9,2,,,0,
283,6,2,,,1,456.3
284,4,3,,,0,
285,4,3,,,1,461.2
286,4,1,,,1,498.4
287,6,4,,,1,589.2
288,3,3,1.0,,1,422.7
289,12,3,,,0,
290,4,0,,,1,507.2
291,2,2,1.0,PB,1,505.2
292,12,2,,,1,473.6
293,2,1,1.0,,1,402.3
294,1,3,,,1,606.5
295,19,3,,,0,
296,12,2,,,0,
297,14,0,,,1,427.4
298,13,3,,,0,
299,3,1,,,1,524.5
300,3,1,1.0,MG,1,532.7
301,2,3,1.0,,0,
302,2,2,,,1,500.3
303,2,3,1.0,RO,1,524.4
304,3,1,1.0,MA,1,443.3
305,2,1,1.0,GO,1,434.4
306,2,1,,,0,
307,4,3,,,1,714.1
308,3,3,1.0,,1,584.1
309,3,3,,,1,423.5
310,3,2,1.0,,1,409.0
311,2,2,1.0,SP,1,609.9
312,9,3,,,1,596.8
313,7,3,,,0,
314,10,3,,,1,611.8
315,5,2,,,0,
316,11,1,,,1,474.1
317,11,1,,,1,534.1
318,14,3,,,1,441.2
319,12,1,,,1,693.6
320,3,1,1.0,,1,471.9
321,3,3,,,1,414.3
322,6,3,,,1,478.7
323,2,1,1.0,,1,400.9
324,8,2,,,0,
325,2,1,,,1,499.8
326,5,1,,,1,506.5
327,2,1,1.0,,0,
328,3,3,1.0,,1,643.8
329,2,3,1.0,,1,626.9
330,4,1,,,1,612.5
331,9,3,,,0,
332,11,3,,,1,468.8
333,2,2,,,1,392.5
334,5,3,1.0,GO,1,488.2
335,2,3,1.0,,1,492.7
336,2,1,1.0,,0,
337,11,1,,,1,421.4
338,4,2,,,0,
339,3,3,1.0,,1,511.5
340,3,2,1.0,,0,
341,8,3,,,1,516.9
342,11,3,,,1,548.3
343,6,3,,,1,489.7
344,3,3,,,1,643.9
345,4,1,,,1,526.3
346,4,2,,,0,
347,6,2,,,1,406.5
348,14,1,,,0,
349,2,1,1.0,,1,499.7
350,12,3,,,1,441.5
351,9,3,,,0,
352,9,3,,,0,
353,10,2,,,0,
354,2,1,1.0,,1,602.9
355,11,2,,,0,
356,2,3,1.0,MA,1,404.2
357,3,2,1.0,BA,1,431.2
358,3,2,,,1,457.8
359,3,2,1.0,SP,0,
360,15,4,,,1,390.1
361,11,3,,,1,482.8
362,11,3,,,1,543.7
363,5,3,,,0,
364,4,2,,,1,646.1
365,2,3,1.0,RN,1,671.6
366,3,2,,,1,460.5
367,5,3,1.0,,1,412.6
368,6,1,,,1,717.6
369,3,3,1.0,CE,1,520.8
370,5,1,,,1,360.3
371,6,2,,,1,697.1
372,2,2,1.0,,1,567.1
373,2,3,1.0,SE,1,472.0
374,11,1,,,1,684.8
375,9,1,,,0,
376,2,3,1.0,GO,1,499.4
377,9,1,,,1,502.4
378,3,3,1.0,,1,476.3
379,10,3,,,0,
380,2,1,1.0,,1,562.5
381,2,3,,,1,471.1
382,11,2,,,0,
383,2,1,1.0,,1,549.0
384,5,1,,,1,678.0
385,3,3,1.0,AM,1,527.6
386,5,2,,,1,576.4
387,3,1,1.0,SC,1,558.1
388,2,1,,,1,533.1
389,13,3,,,1,446.2
390,5,3,,,1,714.9
391,10,2,,,1,460.7
392,3,2,1.0,,1,501.6
393,4,3,,,1,511.5
394,4,1,,,1,806.5
395,3,3,1.0,CE,1,528.9
396,6,3,,,1,660.8
397,5,3,,,1,431.5
398,2,1,1.0,,1,614.1
399,8,3,,,0,
400,2,1,1.0,SP,0,
401,13,3,,,1,549.0
402,2,3,1.0,CE,1,492.2
403,3,3,1.0,,1,462.9
404,3,0,,,0,
405,3,1,2.0,AM,1,530.5
406,9,1,,,0,
407,10,1,,,1,430.8
408,2,3,1.0,,1,760.9
409,3,1,1.0,,1,541.2
410,3,3,,,1,694.3
411,4,3,,,1,681.9
412,4,3,1.0,BA,1,461.2
413,3,3,,,1,477.8
414,5,1,,,0,
415,3,1,,,1,570.4
416,12,3,,,0,
417,12,2,,,0,
418,3,1,1.0,PI,1,387.9
419,3,3,,,1,501.6
420,3,2,1.0,RJ,1,456.9
421,1,3,1.0,PA,1,470.0
422,3,3,,,1,753.0
423,11,2,,,1,410.5
424,1,3,,,1,574.9
425,3,2,,,1,601.4
426,11,1,,,1,671.9
427,4,3,,,1,494.7
428,3,3,,,1,611.5
429,10,4,,,1,415.8
430,2,2,1.0,,0,
431,5,2,,,1,570.5
432,2,2,1.0,RJ,1,585.2
433,10,3,,,1,398.2
434,2,3,,,1,471.0
435,3,1,1.0,BA,1,468.7
436,5,2,,,1,631.1
437,5,3,1.0,,0,
438,11,3,,,1,375.4
439,2,5,1.0,MS,1,489.8
440,12,3,,,1,387.0
441,3,3,,,1,580.4
442,3,2,,,0,
443,9,1,,,1,519.1
444,4,3,,,0,
445,6,0,,,0,
446,3,1,,,1,612.8
447,3,1,,,1,729.9
448,3,1,,,0,
449,3,3,,,0,
450,2,3,1.0,GO,1,505.1
451,9,1,,,1,508.2
452,2,3,1.0,PE,1,603.5
453,5,1,,,1,576.7
454,8,1,,,1,517.1
455,3,3,1.0,,1,543.9
456,2,2,1.0,,0,
457,4,3,1.0,,1,426.7
458,8,1,,,1,462.2
459,2,3,1.0,CE,0,
460,11,2,,,0,
461,3,2,1.0,,0,
462,5,3,1.0,,0,
463,2,1,1.0,,1,555.2
464,5,3,,,0,
465,3,3,1.0,SE,1,438.3
466,4,3,,,1,397.8
467,1,3,,,1,519.9
468,3,3,,,1,403.3
469,4,3,1.0,,1,488.3
470,3,1,1.0,,1,582.8
471,5,3,,,1,669.7
472,4,3,1.0,MA,1,555.6
473,3,2,1.0,CE,1,657.4
474,3,1,,,0,
475,2,2,,,1,391.1
476,2,3,1.0,RJ,1,368.6
477,3,3,1.0,CE,1,651.9
478,3,1,1.0,,1,420.6
479,3,3,1.0,SP,1,510.2
480,3,4,1.0,PB,0,
481,4,3,1.0,PB,1,412.4
482,16,3,,,1,490.1
483,3,3,1.0,PE,1,509.6
484,3,1,,,1,399.1
485,3,3,1.0,CE,1,507.6
486,5,1,1.0,,1,587.5
487,6,3,,,1,504.2
488,13,3,,,0,
489,4,1,,,1,622.4
490,3,3,1.0,RN,1,506.3
491,3,3,1.0,,1,604.3
492,4,3,,,1,562.1
493,1,3,,,1,418.2
494,12,1,,,1,516.0
495,4,1,,,1,562.7
496,6,3,,,0,
497,6,1,,,1,698.1
498,2,1,1.0,,1,461.0
499,4,0,,,1,582.2
500,2,2,1.0,,1,571.0
501,5,4,,,0,
502,2,1,1.0,SP,1,637.7
503,4,1,,,1,381.3
504,13,3,,,0,
505,5,1,,,1,804.4
506,11,1,,,1,590.2
507,3,1,1.0,,1,420.0
508,2,3,1.0,,1,473.2
509,3,3,1.0,,1,521.3
510,5,3,,,1,375.1
511,11,4,,,1,614.6
512,3,3,1.0,,1,492.8
513,9,1,,,1,407.6
514,3,1,1.0,ES,1,438.7
515,2,3,1.0,GO,1,782.2
516,3,1,1.0,,1,554.0
517,8,5,,,1,370.5
518,5,3,1.0,,1,417.4
519,3,3,1.0,,1,608.4
520,1,3,1.0,PA,1,393.8
521,4,1,,,1,568.5
522,9,3,,,1,495.0
523,14,2,,,1,421.2
524,6,3,,,1,437.6
525,3,3,1.0,ES,1,616.5
526,8,3,,,1,485.0
527,10,1,,,1,424.6
528,3,2,1.0,,1,418.0
529,8,4,,,1,444.3
530,3,3,1.0,GO,1,455.5
531,6,1,,,1,623.5
532,4,1,1.0,,1,418.6
533,6,1,,,0,
534,5,2,,,0,
535,4,5,,,1,449.2
536,5,2,,,1,414.0
537,4,2,,,0,
538,2,3,1.0,,1,503.7
539,7,3,,,0,
540,3,1,1.0,BA,1,765.2
541,4,3,1.0,,1,398.6
542,3,3,1.0,MG,1,697.8
543,7,2,,,1,403.2
544,5,3,,,0,
545,2,1,1.0,,1,401.0
546,2,1,1.0,SP,1,618.8
547,4,3,,,1,454.3
548,2,3,1.0,,1,612.7
549,2,1,1.0,SP,1,750.8
550,6,3,,,1,399.9
551,8,2,,,1,386.2
552,7,3,,,1,524.9
553,3,3,1.0,,1,381.4
554,12,3,,,0,
555,6,3,,,1,622.9
556,13,3,,,0,
557,3,1,1.0,,1,568.9
558,2,3,1.0,,1,597.3
559,2,1,1.0,,1,426.1
560,3,3,1.0,AM,1,571.1
561,13,3,,,1,377.5
562,2,2,,,1,408.8
563,3,3,1.0,,1,457.8
564,6,4,,,1,543.2
565,6,1,,,1,731.5
566,6,2,,,1,491.8
567,14,3,,,0,
568,3,1,1.0,,1,659.5
569,12,3,,,1,473.1
570,6,2,,,1,450.5
571,4,2,,,0,
572,6,3,1.0,,0,
573,8,3,,,1,565.4
574,11,1,,,0,
575,3,3,,,1,740.4
576,2,1,1.0,PR,1,705.0
577,5,3,,,1,396.5
578,3,2,,,0,
579,4,3,,,1,722.3
580,1,1,,,1,702.3
581,6,3,,,1,517.3
582,12,3,,,1,436.6
583,4,3,,,0,
584,4,1,1.0,,1,538.5
585,6,1,,,1,468.2
586,4,2,,,1,601.2
587,9,1,,,0,
588,2,1,1.0,SC,1,596.7
589,3,1,,,0,
590,5,2,,,1,391.1
591,2,2,1.0,,1,491.3
592,6,3,,,0,
593,11,3,,,1,472.7
594,5,3,,,1,432.6
595,3,1,1.0,,1,432.4
596,3,3,,,1,481.3
597,12,3,,,0,
598,1,2,,,1,543.8
599,2,3,1.0,CE,0,
600,11,3,,,0,
601,4,3,,,0,
602,3,3,1.0,MG,0,
603,4,3,,,0,
604,8,2,,,0,
605,15,3,,,1,491.9
606,3,3,1.0,BA,0,
607,14,2,,,1,573.2
608,4,3,1.0,,1,484.5
609,7,0,,,1,697.4
610,6,3,,,1,405.1
611,2,3,1.0,,1,439.6
612,2,3,1.0,,1,558.9
613,2,3,1.0,,1,395.6
614,4,3,,,1,578.7
615,3,3,1.0,CE,0,
616,2,2,1.0,,1,622.3
617,3,1,,,0,
618,3,2,,,1,668.9
619,3,1,,,1,643.2
620,11,3,,,0,
621,16,3,,,1,606.1
622,2,3,,,1,503.5
623,4,3,,,1,514.8
624,4,3,,,1,420.5
625,4,1,,,0,
626,3,3,1.0,PE,1,412.0
627,4,0,1.0,BA,1,509.1
628,4,1,,,0,
629,12,3,,,1,434.2
630,2,1,1.0,PR,1,438.4
631,3,3,1.0,,1,424.3
632,3,3,1.0,GO,1,483.8
633,10,1,,,1,651.7
634,3,3,1.0,CE,1,752.1
635,2,0,1.0,GO,1,460.6
636,8,3,,,0,
637,4,3,,,1,468.2
638,2,2,,,1,699.6
639,3,3,,,1,458.0
640,1,3,,,1,389.2
641,3,3,1.0,,1,591.0
642,4,3,1.0,,0,
643,4,3,,,1,584.6
644,10,1,,,1,509.5
645,5,3,,,1,533.1
646,2,1,1.0,RJ,1,649.8
647,5,3,,,1,421.3
648,3,2,,,0,
649,2,3,1.0,PE,1,468.1
650,12,1,,CE,1,384.8
651,4,1,,,1,441.4
652,3,3,1.0,CE,1,518.7
653,2,3,,,1,511.7
654,3,3,1.0,,1,402.4
655,2,3,1.0,PI,1,435.5
656,12,1,,,1,388.3
657,3,3,1.0,,1,467.4
658,13,3,,,1,484.5
659,5,3,,,1,681.4
660,5,3,1.0,,1,539.8
661,7,1,,,1,445.7
662,11,1,,,0,
663,4,1,1.0,,0,
664,5,3,,,0,
665,2,2,1.0,,1,472.2
666,2,1,1.0,GO,1,538.8
667,2,3,1.0,CE,1,688.9
668,3,2,1.0,,0,
669,6,3,,,0,
670,11,3,,,0,
671,3,2,,,1,413.5
672,3,3,1.0,GO,1,374.7
673,3,3,1.0,RN,1,428.6
674,11,3,,,1,530.0
675,2,3,1.0,MA,1,448.4
676,12,3,,,1,447.2
677,2,1,1.0,,1,524.4
678,3,3,1.0,,1,430.6
679,8,3,,,1,396.3
680,11,3,,,0,
681,3,4,1.0,,1,451.8
682,4,3,,,0,
683,5,1,,,1,647.5
684,4,1,,,1,669.7
685,13,3,,,1,467.0
686,2,1,1.0,,0,
687,3,1,1.0,,1,519.6
688,4,1,1.0,MG,1,511.5
689,4,3,,,1,493.0
690,4,1,,,0,
691,11,2,,,0,
692,3,3,,,1,515.2
693,8,2,,,0,
694,2,3,,,0,
695,6,3,,,0,
696,20,1,,,0,
697,4,1,,,1,540.7
698,6,3,,,0,
699,4,1,,,1,630.2
700,3,3,1.0,,1,515.8
701,4,3,,MG,1,521.5
702,2,3,1.0,,1,446.9
703,6,3,,,1,420.8
704,8,2,,,0,
705,3,2,1.0,SP,1,412.3
706,6,3,,,0,
707,6,2,,,1,466.4
708,11,3,,,0,
709,3,1,1.0,CE,1,407.8
710,10,3,,,1,442.5
711,4,2,,,0,
712,3,1,1.0,MG,1,577.9
713,9,1,,,1,554.6
714,3,0,1.0,,1,417.6
715,2,3,,,1,584.2
716,3,3,1.0,,0,
717,11,3,,,0,
718,1,3,,,0,
719,3,3,,,1,449.1
720,2,1,,,1,473.9
721,2,3,1.0,GO,1,554.6
722,2,2,1.0,,1,557.6
723,4,2,,,1,393.4
724,3,3,1.0,RJ,0,
725,3,3,1.0,,1,619.6
726,3,3,1.0,,1,466.2
727,11,3,,,0,
728,3,1,2.0,SP,1,697.4
729,3,1,1.0,CE,1,566.8
730,4,3,1.0,,1,505.7
731,2,3,1.0,,1,372.1
732,2,1,1.0,MT,1,561.5
733,3,1,1.0,CE,1,548.6
734,3,3,1.0,GO,1,562.7
735,2,1,1.0,,1,612.9
736,3,1,1.0,,0,
737,2,3,1.0,BA,1,433.2
738,7,2,,,1,559.0
739,3,3,1.0,CE,0,
740,3,3,,,1,476.0
741,5,1,,,1,612.2
742,8,3,,,1,441.4
743,15,3,,,1,398.3
744,11,3,,,1,692.5
745,4,3,,,1,383.3
746,2,2,1.0,CE,1,484.1
747,3,2,,,0,
748,3,3,1.0,,1,588.0
749,4,3,,,1,539.0
750,2,0,1.0,,1,504.9
751,4,1,,,0,
752,3,1,1.0,,1,634.1
753,4,4,,,1,604.3
754,2,1,1.0,,0,
755,4,1,1.0,,1,376.1
756,3,3,1.0,,1,683.7
757,13,2,,,1,587.0
758,3,3,,,1,517.8
759,3,3,1.0,PE,0,
760,10,3,,,1,402.2
761,3,3,1.0,,1,506.3
762,3,3,1.0,,1,402.5
763,3,1,,,1,448.4
764,3,3,1.0,CE,1,403.2
765,13,2,,,1,674.4
766,2,3,1.0,,1,616.4
767,3,1,,,1,433.9
768,4,3,1.0,,0,
769,1,3,,,1,458.7
770,9,3,,,1,429.4
771,3,3,1.0,,1,468.9
772,12,2,,,1,448.1
773,4,3,,,1,601.6
774,5,3,,,0,
775,2,4,1.0,PE,1,684.9
776,3,3,,,0,
777,3,1,1.0,PI,1,509.9
778,4,3,,,1,500.4
779,11,1,,,1,504.1
780,3,1,1.0,,0,
781,3,3,1.0,,2,
782,6,3,,,1,411.4
783,2,1,1.0,,1,630.8
784,12,2,,,1,470.0
785,5,1,,,1,625.2
786,11,1,,,0,
787,3,1,1.0,,1,414.8
788,2,3,1.0,CE,0,
789,4,3,1.0,CE,1,622.1
790,2,3,1.0,,0,
791,13,1,,,1,524.1
792,1,4,,,1,462.9
793,4,3,,,0,
794,3,1,1.0,RS,1,556.8
795,14,1,,,1,638.0
796,5,2,,,1,378.7
797,3,1,1.0,SC,1,522.1
798,4,3,1.0,PB,1,454.8
799,9,3,,,1,464.0
800,3,3,,,1,680.6
801,2,2,1.0,CE,1,642.6
802,11,3,,,1,396.6
803,2,2,1.0,,1,669.6
804,3,3,,,1,692.7
805,14,3,,,0,
806,8,3,,,0,
807,6,2,,,1,752.4
808,9,1,,,1,515.5
809,12,1,,,1,407.7
810,11,3,,,1,460.2
811,3,3,1.0,GO,1,377.5
812,7,1,,,1,526.9
813,2,1,,,1,520.0
814,9,3,,,1,511.7
815,3,3,1.0,,1,642.2
816,8,3,,,1,553.9
817,3,1,,,1,687.6
818,5,2,,,1,387.3
819,3,3,,,1,616.7
820,2,2,1.0,CE,1,465.5
821,11,3,,,0,
822,3,1,1.0,,1,656.9
823,4,3,,,1,666.9
824,2,3,1.0,CE,1,489.0
825,2,1,1.0,,1,405.6
826,2,2,1.0,PE,1,684.4
827,3,3,,,1,445.8
828,1,1,,,1,504.7
829,4,1,,,1,498.1
830,3,1,1.0,,1,507.1
831,2,1,,,1,736.8
832,6,1,,,0,
833,11,1,,,1,411.0
834,9,1,,,1,393.6
835,1,1,,,0,
836,3,3,,,1,483.8
837,11,3,,,0,
838,3,1,,,1,553.9
839,2,2,1.0,BA,1,565.5
840,7,1,,,0,
841,4,3,,,1,476.8
842,3,3,1.0,,1,484.4
843,4,3,,,1,504.3
844,3,2,,,1,603.9
845,4,3,,,1,568.2
846,3,1,,,1,442.3
847,7,3,,,1,420.3
848,4,3,,,1,533.9
849,3,3,1.0,SP,0,
850,11,1,,,0,
851,2,3,1.0,,1,488.2
852,3,1,1.0,RS,0,
853,6,3,,,1,734.9
854,2,1,1.0,SP,1,494.8
855,2,3,1.0,CE,1,426.5
856,5,3,,,1,388.4
857,4,3,,,1,610.3
858,3,3,1.0,BA,1,472.4
859,6,3,1.0,GO,0,
860,3,2,1.0,,1,470.2
861,1,3,,,0,
862,5,2,1.0,,1,397.0
863,11,3,,,1,423.3
864,3,2,1.0,,1,385.2
865,3,3,1.0,,1,531.2
866,13,2,,,0,
867,4,3,,,0,
868,6,2,,,0,
869,3,3,1.0,,1,572.1
870,6,3,,,1,501.1
871,11,3,,,1,455.5
872,4,2,,,0,
873,3,2,1.0,RS,1,511.1
874,4,2,,,1,452.4
875,5,3,,,0,
876,2,2,1.0,,1,487.7
877,2,3,1.0,PA,0,
878,1,3,,,0,
879,3,1,1.0,RS,1,534.6
880,3,3,1.0,GO,1,603.5
881,5,1,,,0,
882,2,1,,,1,490.9
883,2,3,,,1,490.8
884,3,4,1.0,,1,509.9
885,4,3,,,1,414.5
886,6,3,,,1,625.8
887,4,1,,,1,734.7
888,3,4,1.0,,1,528.5
889,2,3,1.0,ES,0,
890,4,1,,,1,495.2
891,5,1,,,1,422.1
892,4,3,,,1,444.5
893,14,2,,,0,
894,2,1,1.0,,1,412.9
895,11,3,,,1,428.0
896,3,1,,,1,592.9
897,7,3,,,1,481.9
898,1,1,,,1,461.4
899,2,3,1.0,RJ,1,543.7
900,5,1,,,0,
901,2,3,1.0,ES,1,577.0
902,6,2,,,1,487.4
903,9,3,,,1,414.1
904,13,2,,,1,604.5
905,5,1,,,1,628.5
906,14,3,,,1,512.7
907,13,1,,,1,477.7
908,4,3,,,1,640.1
909,14,2,,,1,551.8
910,4,2,,,1,485.0
911,2,3,1.0,MG,1,564.4
912,2,3,1.0,BA,0,
913,3,2,1.0,,1,412.5
914,3,3,1.0,GO,1,407.9
915,3,1,1.0,,1,409.9
916,3,1,,,1,762.7
917,5,3,,,1,405.4
918,2,1,1.0,,1,473.2
919,11,1,,,1,430.5
920,3,1,,,1,433.9
921,3,3,1.0,CE,1,466.7
922,5,1,,,1,407.6
923,2,1,1.0,,1,448.6
924,2,1,1.0,,1,530.7
925,12,1,,,1,458.7
926,11,1,,,1,496.0
927,6,1,,,0,
928,3,3,,,1,375.8
929,11,1,,,0,
930,2,3,1.0,,1,519.3
931,2,1,1.0,,1,436.0
932,7,1,,,1,570.2
933,3,3,1.0,RJ,1,420.0
934,5,1,,,1,628.7
935,3,1,1.0,MG,1,404.2
936,2,1,1.0,MT,1,650.1
937,2,3,1.0,SE,1,551.6
